username,Source_Manga,Source_Light_Novel,Source_Original,Source_Manhwa,Source_Other,Genre_Action,Genre_Adventure,Genre_Comedy,Genre_Drama,Genre_Fantasy,Genre_Sci-Fi,Genre_Slice_of_Life,Genre_Romance,Genre_Supernatural,Genre_Suspense,Genre_Sports
xTenkay,0.2889137737961926,0.7296752519596865,0.2931690929451288,0.07838745800671892,0.0,0.3538633818589026,0.17469204927211646,0.3516237402015677,0.35498320268757,0.27547592385218367,0.24636058230683092,0.0,0.3617021276595745,0.1713325867861142,0.20828667413213886,0.008958566629339306
watchh,0.5420439844760673,0.5053040103492885,0.17076326002587322,0.0,0.017593790426908153,0.34670116429495473,0.2056921086675291,0.35705045278137126,0.2794307891332471,0.16946959896507116,0.20051746442432083,0.03622250970245795,0.23803363518758086,0.19534282018111254,0.258732212160414,0.0
Kirunee,0.6338418862690708,0.31289875173370324,0.1449375866851595,0.044382801664355064,0.030698104484512254,0.3546000924641701,0.20018492834026816,0.4137771613499769,0.19186315302820156,0.2593619972260749,0.10171058714748035,0.06010171058714748,0.29218677762367085,0.18122977346278318,0.07165973185390662,0.04623208506703652
Spockiller,0.5971830985915493,0.2687323943661972,0.2323943661971831,0.0,0.03380281690140845,0.28450704225352114,0.3492957746478873,0.05070422535211268,0.4140845070422535,0.29859154929577464,0.01971830985915493,0.028169014084507043,0.16056338028169015,0.14929577464788732,0.09295774647887324,0.14647887323943662
jiimama,0.4078674948240166,0.5031055900621118,0.2778467908902692,0.037267080745341616,0.033126293995859216,0.42650103519668736,0.2732919254658385,0.4782608695652174,0.31262939958592134,0.2691511387163561,0.10973084886128365,0.0,0.35403726708074534,0.15113871635610765,0.051759834368530024,0.0
Maerya,0.5134825014343086,0.42134251290877794,0.21204819277108436,0.0378657487091222,0.03258749282845669,0.4549627079747562,0.2822719449225473,0.27137119908204244,0.27137119908204244,0.32415375788869766,0.10671256454388985,0.03557085484796328,0.27251864601262193,0.23981640849110727,0.08204245553643144,0.020080321285140562
Ryhzu,0.7591836734693878,0.28653061224489795,0.044897959183673466,0.0,0.0326530612244898,0.3306122448979592,0.24489795918367346,0.4857142857142857,0.2816326530612245,0.34285714285714286,0.0,0.0,0.2693877551020408,0.3224489795918367,0.04081632653061224,0.0
rainhadolixao,0.5568862275449101,0.4491017964071856,0.21297405189620758,0.0,0.0,0.28542914171656686,0.11976047904191617,0.3772455089820359,0.43912175648702595,0.1536926147704591,0.1157684630738523,0.01996007984031936,0.3992015968063872,0.3532934131736527,0.15768463073852296,0.0
himnae,0.6415094339622641,0.43301886792452826,0.08301886792452831,0.0,0.033962264150943396,0.20754716981132076,0.0330188679245283,0.37264150943396224,0.46226415094339623,0.0330188679245283,0.19339622641509435,0.0,0.44339622641509435,0.23113207547169812,0.08018867924528301,0.04245283018867924
cuelholima,0.7005988023952096,0.5389221556886228,0.0,0.0,0.0,0.5209580838323353,0.16167664670658682,0.46107784431137727,0.17964071856287425,0.16167664670658682,0.2994011976047904,0.0,0.23952095808383234,0.3592814371257485,0.2994011976047904,0.0
Tah,0.786046511627907,0.10046511627906977,0.08697674418604652,0.0,0.06325581395348838,0.4,0.29767441860465116,0.35348837209302325,0.4,0.26046511627906976,0.1,0.01627906976744186,0.43488372093023253,0.23953488372093024,0.10232558139534884,0.044186046511627906
paulowtlk,0.8130841121495327,0.2719626168224299,0.02741433021806854,0.0,0.008722741433021809,0.5264797507788161,0.2071651090342679,0.2087227414330218,0.3442367601246106,0.24922118380062305,0.09345794392523364,0.04205607476635514,0.13239875389408098,0.1542056074766355,0.11993769470404984,0.14330218068535824
Denparyuko,0.32650073206442165,0.7576866764275256,0.2504392386530015,0.010248901903367497,0.01581259150805271,0.3323572474377745,0.17569546120058566,0.3711566617862372,0.30453879941434847,0.2247437774524158,0.16325036603221083,0.05490483162518302,0.3535871156661786,0.2108345534407028,0.09443631039531479,0.0
ketolow,0.4702457956015524,0.4622250970245796,0.21203104786545926,0.045278137128072445,0.04605433376455369,0.18046571798188873,0.15135834411384216,0.370633893919793,0.38227684346701163,0.1558861578266494,0.11448900388098318,0.054333764553686936,0.40685640362225095,0.1539456662354463,0.10025873221216042,0.018111254851228976
yoshiiro,0.5833333333333334,0.0,0.45833333333333337,0.0,0.0,0.26666666666666666,0.08333333333333333,0.06666666666666667,0.4,0.08333333333333333,0.25,0.0,0.06666666666666667,0.058333333333333334,0.4,0.25
whatsernamez,0.6666666666666666,0.29454545454545455,0.08444444444444445,0.04040404040404041,0.05818181818181818,0.3090909090909091,0.020202020202020204,0.3717171717171717,0.18787878787878787,0.0707070707070707,0.09292929292929293,0.0,0.23636363636363636,0.3292929292929293,0.20202020202020202,0.05454545454545454
BarcodeKiller,0.36348408710217756,0.842211055276382,0.1689000558347292,0.011166945840312675,0.00759352317141262,0.38023450586264657,0.15633724176437744,0.40312674483528754,0.2964824120603015,0.2573981016192071,0.16638749302065886,0.01619207146845338,0.5013958682300391,0.23227247347850363,0.096035734226689,0.00446677833612507
Yumeni-tan,0.0,1.7999999999999998,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JessPalace,0.6662844036697247,0.181651376146789,0.09839449541284405,0.08486238532110092,0.08073394495412844,0.41628440366972475,0.2121559633027523,0.31995412844036697,0.1811926605504587,0.24311926605504589,0.040137614678899085,0.045871559633027525,0.1536697247706422,0.3853211009174312,0.05733944954128441,0.0
roxxieraven,0.800658978583196,0.1630971993410214,0.10510708401976937,0.0,0.01054365733113674,0.5799011532125206,0.24382207578253706,0.22240527182866557,0.14332784184514002,0.35090609555189456,0.13179571663920922,0.0,0.08401976935749589,0.18945634266886327,0.17298187808896212,0.11202635914332784
_Xbyte,0.42028985507246375,0.5217391304347826,0.15942028985507245,0.2898550724637681,0.0,0.5652173913043478,0.23671497584541062,0.14492753623188406,0.6714975845410628,0.1932367149758454,0.14492753623188406,0.0,0.04830917874396135,0.18357487922705315,0.33816425120772947,0.0
mariefromhell,0.686046511627907,0.35581395348837214,0.12790697674418605,0.0,0.0,0.0,0.0,0.0,0.46511627906976744,0.0,0.0,0.0,0.46511627906976744,0.7674418604651163,0.45348837209302323,0.0
CrystallisGravi,0.5137795275590551,0.4251968503937008,0.19271653543307088,0.05511811023622047,0.03779527559055119,0.26968503937007876,0.12007874015748031,0.2578740157480315,0.42913385826771655,0.2755905511811024,0.13385826771653545,0.0,0.15551181102362205,0.1279527559055118,0.2618110236220472,0.04330708661417323
Peixe-boi,0.5752212389380531,0.5097345132743363,0.12168141592920356,0.0,0.024778761061946906,0.4823008849557522,0.19469026548672566,0.3008849557522124,0.5265486725663717,0.25663716814159293,0.1504424778761062,0.0,0.28761061946902655,0.2920353982300885,0.0752212389380531,0.0
enrylucas,0.4627659574468085,0.6108510638297873,0.1767021276595745,0.036170212765957444,0.015319148936170214,0.45691489361702126,0.17712765957446808,0.2723404255319149,0.24308510638297873,0.2968085106382979,0.14574468085106382,0.01702127659574468,0.23085106382978723,0.20851063829787234,0.1473404255319149,0.021808510638297873
tayochin,0.655,0.07200000000000001,0.20350000000000001,0.24,0.0,0.08,0.075,0.485,0.165,0.035,0.095,0.04,0.12,0.345,0.28,0.0
loussel,0.5828488372093024,0.2563953488372093,0.06555232558139536,0.029069767441860465,0.16046511627906979,0.49273255813953487,0.42005813953488375,0.46511627906976744,0.17877906976744187,0.38226744186046513,0.03488372093023256,0.014534883720930232,0.22965116279069767,0.1002906976744186,0.07703488372093023,0.023255813953488372
Fefy,0.7272727272727273,0.16363636363636364,0.0,0.36363636363636365,0.0,0.2636363636363636,0.0,0.7272727272727273,0.18181818181818182,0.08181818181818182,0.15454545454545454,0.0,0.4727272727272727,0.22727272727272727,0.09090909090909091,0.0
Khaleoninja,0.469377990430622,0.6338755980861244,0.09631578947368422,0.06794258373205742,0.045550239234449764,0.46411483253588515,0.2631578947368421,0.49282296650717705,0.1277511961722488,0.41148325358851673,0.17655502392344496,0.03253588516746411,0.22057416267942584,0.16794258373205742,0.11148325358851674,0.011004784688995215
ivensx,0.47889908256880737,0.5111009174311927,0.13825688073394496,0.05779816513761468,0.06605504587155964,0.5756880733944955,0.30137614678899083,0.2738532110091743,0.2545871559633027,0.386697247706422,0.1811926605504587,0.003669724770642202,0.10825688073394496,0.18807339449541285,0.09587155963302753,0.013761467889908258
alitasea,0.41796875,0.27421875,0.36953125000000003,0.1171875,0.028125,0.3203125,0.2734375,0.171875,0.3828125,0.37890625,0.12890625,0.02734375,0.0625,0.171875,0.22265625,0.0
davwi,0.5701451278507257,0.3172080165860401,0.2136143745680719,0.0746371803731859,0.017691776088458882,0.3441603317208017,0.23704215618521077,0.2902557014512785,0.3158258465791292,0.27021423635107117,0.1520387007601935,0.07325501036627505,0.16516931582584657,0.1824464409122322,0.14443676572218384,0.056668970283344854
araripee,0.4204081632653061,0.4702040816326531,0.3322448979591837,0.0,0.013061224489795919,0.2163265306122449,0.3551020408163265,0.1653061224489796,0.41020408163265304,0.3510204081632653,0.07142857142857142,0.12857142857142856,0.5142857142857142,0.11428571428571428,0.02040816326530612,0.0163265306122449
brunno,0.7273972602739726,0.0,0.08739726027397261,0.0,0.1545205479452055,0.5452054794520548,0.6013698630136987,0.29726027397260274,0.18356164383561643,0.4904109589041096,0.2863013698630137,0.0,0.08904109589041095,0.09863013698630137,0.052054794520547946,0.0
cwnannwn,0.36619718309859156,0.4664788732394366,0.41211267605633806,0.0,0.0,0.3464788732394366,0.17183098591549295,0.14366197183098592,0.5605633802816902,0.23380281690140844,0.37464788732394366,0.011267605633802818,0.2915492957746479,0.18028169014084508,0.2563380281690141,0.038028169014084505
Maalu,0.580267558528428,0.40635451505016723,0.18578595317725755,0.0,0.020066889632107024,0.4816053511705686,0.36789297658862874,0.21906354515050167,0.5986622073578596,0.411371237458194,0.13210702341137123,0.0,0.5301003344481605,0.15217391304347827,0.07525083612040134,0.0
lecaventuroti,0.6627906976744186,0.258139534883721,0.14922480620155038,0.0,0.046511627906976744,0.5930232558139535,0.17829457364341086,0.3643410852713178,0.2364341085271318,0.1744186046511628,0.26744186046511625,0.0,0.39147286821705424,0.32558139534883723,0.1434108527131783,0.0
Phii,0.3409090909090909,0.5490430622009569,0.2802631578947369,0.041866028708133975,0.06267942583732058,0.3319377990430622,0.2111244019138756,0.3283492822966507,0.3480861244019139,0.29066985645933013,0.13995215311004786,0.0430622009569378,0.26674641148325356,0.14294258373205743,0.1303827751196172,0.04724880382775119
DardDrak,0.4613686534216336,0.3973509933774834,0.30353200883002207,0.017660044150110375,0.026490066225165563,0.26158940397350994,0.08719646799116998,0.37637969094922735,0.3487858719646799,0.18653421633554085,0.152317880794702,0.05077262693156733,0.25386313465783666,0.16114790286975716,0.13796909492273732,0.01545253863134658
caiophox,0.7426470588235294,0.0,0.25073529411764706,0.0,0.023529411764705882,0.4963235294117647,0.41911764705882354,0.24632352941176472,0.5919117647058824,0.35294117647058826,0.29411764705882354,0.0,0.36764705882352944,0.16176470588235295,0.19117647058823528,0.0
SSTHZero,0.32829237555135476,0.782608695652174,0.15248897290485194,0.057971014492753624,0.055450535601764335,0.42218021424070573,0.14555765595463138,0.2734719596723377,0.2961562696912413,0.3667296786389414,0.19911783238815375,0.01575299306868305,0.32892249527410206,0.12476370510396975,0.1751732829237555,0.0
lianneoliveira,1.0,0.0,0.0,0.0,0.0,0.19791666666666666,0.0,0.6041666666666666,0.2916666666666667,0.0,0.08333333333333333,0.0,0.8020833333333334,0.5104166666666666,0.0,0.0
harumichi,0.7580071174377224,0.20498220640569395,0.1409252669039146,0.0,0.0,0.6370106761565836,0.5622775800711743,0.2277580071174377,0.3594306049822064,0.40569395017793597,0.3096085409252669,0.0,0.05693950177935943,0.1387900355871886,0.19572953736654805,0.0
Buruno,0.3641102010424423,0.4516753536857781,0.32926284437825765,0.0,0.06850335070737155,0.3655994043186895,0.1921072226358898,0.24720774385703648,0.3276247207743857,0.233060312732688,0.3127326880119136,0.028294862248696945,0.1720029784065525,0.12434847356664185,0.18763961280714817,0.0
Volpe,0.47839318320146074,0.5138161898965308,0.18210590383444922,0.09373097991479001,0.018989653073645772,0.295800365185636,0.23676202069385271,0.3444917833231893,0.3183201460742544,0.28484479610468655,0.0620815581253804,0.04625684723067559,0.34327449786975045,0.13268411442483263,0.10590383444917834,0.038953134510042606
ayasaaki,0.4529058116232465,0.6622845691382766,0.12256513026052104,0.04008016032064128,0.0381563126252505,0.4152304609218437,0.2036072144288577,0.3691382765531062,0.20400801603206412,0.301002004008016,0.07895791583166333,0.03647294589178357,0.2809619238476954,0.25851703406813625,0.03767535070140281,0.015230460921843688
luizafq,0.4908485856905158,0.5675540765391015,0.16198003327787022,0.0,0.0372712146422629,0.2911813643926789,0.2529118136439268,0.32029950083194675,0.2720465890183028,0.2512479201331115,0.11480865224625623,0.021630615640599003,0.46755407653910147,0.20549084858569053,0.013311148086522463,0.014143094841930116
thay-roughnight,0.5277777777777778,0.0,0.5194444444444445,0.0,0.0,0.0,0.4722222222222222,0.0,0.2777777777777778,0.0,0.4722222222222222,0.2777777777777778,0.0,0.0,0.0,0.0
thamiii,0.5580046403712297,0.6306264501160093,0.0906032482598608,0.0,0.007424593967517401,0.3503480278422274,0.10556844547563805,0.36310904872389793,0.2482598607888631,0.18213457076566125,0.08004640371229699,0.0,0.3990719257540603,0.27262180974477956,0.09280742459396751,0.0
Kuro99,0.5239139973672663,0.5339183852566916,0.1505923650724002,0.03861342694164107,0.0186046511627907,0.36024572180781045,0.16059675296182535,0.3501535761298815,0.2277314611671786,0.1763931548924967,0.15796401930671347,0.021939447125932425,0.3001316366827556,0.18121983326020183,0.09390083369899078,0.010969723562966213
mahougal,0.5686728395061729,0.32083333333333336,0.19351851851851853,0.06944444444444445,0.033950617283950615,0.24228395061728394,0.10725308641975309,0.4104938271604938,0.3101851851851852,0.17978395061728394,0.1257716049382716,0.036265432098765434,0.33101851851851855,0.2044753086419753,0.09799382716049383,0.08641975308641975
WishIhadaName,0.1955128205128205,1.1538461538461537,0.15512820512820516,0.04487179487179487,0.0,0.41346153846153844,0.20833333333333334,0.16987179487179488,0.2948717948717949,0.14743589743589744,0.14743589743589744,0.10897435897435898,0.2916666666666667,0.4166666666666667,0.12179487179487179,0.022435897435897436
Denimoriya,0.8299319727891157,0.09183673469387756,0.13095238095238096,0.0,0.0,0.3333333333333333,0.19387755102040816,0.2891156462585034,0.23469387755102042,0.24149659863945577,0.05442176870748299,0.030612244897959183,0.41836734693877553,0.2619047619047619,0.17346938775510204,0.11904761904761904
heavensgang,0.43752924660739356,0.553392606457651,0.20692559663079085,0.05147402901263454,0.0329433785680861,0.47683668694431447,0.22508189050070193,0.29995320542817033,0.28731867103416003,0.3069723912026205,0.24099204492278894,0.012166588675713618,0.29761347683668693,0.18249883013570425,0.09920449227889565,0.018717828731867104
DarkChocobo2,0.7142857142857143,0.24107142857142858,0.11130952380952383,0.0,0.04047619047619048,0.7886904761904762,0.3958333333333333,0.22916666666666666,0.17559523809523808,0.5505952380952381,0.023809523809523808,0.0,0.22321428571428573,0.10714285714285714,0.07738095238095238,0.0
laizen,0.6186440677966102,0.24067796610169492,0.23408662900188326,0.0,0.027871939736346517,0.5188323917137476,0.2071563088512241,0.32015065913371,0.3512241054613936,0.2674199623352166,0.3182674199623352,0.009416195856873822,0.2919020715630885,0.11016949152542373,0.09133709981167608,0.047080979284369114
Idril_,0.5017667844522968,0.4643109540636043,0.24876325088339224,0.015901060070671377,0.0049469964664310955,0.25265017667844525,0.1157243816254417,0.3507067137809187,0.4090106007067138,0.21024734982332155,0.0989399293286219,0.0088339222614841,0.3992932862190813,0.2508833922261484,0.09363957597173145,0.05830388692579505
exstar,0.41233766233766234,0.563961038961039,0.2267857142857143,0.0,0.05454545454545455,0.3847402597402597,0.1266233766233766,0.25,0.3961038961038961,0.24512987012987014,0.17532467532467533,0.04220779220779221,0.3814935064935065,0.23376623376623376,0.11363636363636363,0.045454545454545456
HenriLA,0.35704514363885087,0.7116279069767443,0.2723666210670315,0.0,0.0,0.4103967168262654,0.18741450068399454,0.106703146374829,0.43912448700410395,0.29958960328317374,0.2243502051983584,0.0,0.2503419972640219,0.25170998632010944,0.29001367989056087,0.02051983584131327
ckoshimura,0.508833922261484,0.3768551236749117,0.25265017667844525,0.04240282685512368,0.024734982332155476,0.25530035335689044,0.21731448763250882,0.24381625441696114,0.4929328621908127,0.2393992932862191,0.17137809187279152,0.0636042402826855,0.30653710247349825,0.2314487632508834,0.10159010600706714,0.022968197879858657
LaraFernanda,0.6237113402061856,0.23195876288659795,0.2154639175257732,0.0,0.041237113402061855,0.3582474226804124,0.07731958762886598,0.35051546391752575,0.34536082474226804,0.2036082474226804,0.12371134020618557,0.02577319587628866,0.2654639175257732,0.37628865979381443,0.1211340206185567,0.0
