id,nome,generos,source
44406,"Da Wang Rao Ming (Spare Me, Great Lord!)","Action, Adventure, Comedy, Fantasy",Web novel
51898,"Da Wang Rao Ming 2 (Spare Me, Great Lord! Season 2)","Action, Adventure, Comedy, Fantasy",Web novel
54743,Dead Mount Death Play Part 2,"Action, Fantasy",Manga
8187,Fumiko no Kokuhaku (Fumiko's Confession),"Award Winning, Comedy",Original
13629,Furiko (Pendulum),"Drama, Romance",Original
37989,Golden Kamuy 2nd Season (Golden Kamuy Season 2),"Action, Adventure",Manga
33378,"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai","Comedy, Romance",Manga
35889,Hakata Tonkotsu Ramens,"Action, Mystery",Novel
6033,Dragon Ball Kai (Dragon Ball Z Kai),"Action, Adventure, Comedy, Fantasy",Manga
13391,Rakuen Tsuihou (Expelled from Paradise),Sci-Fi,Original
11441,Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,"Action, Drama",Manga
16011,Tokyo Ravens,"Action, Fantasy, Romance",Light novel
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Comedy, Fantasy, Romance, Ecchi",Light novel
20533,Z/X: Ignition,"Adventure, Fantasy, Sci-Fi",Card game
1827,Seirei no Moribito (Moribito - Guardian of the Spirit),"Action, Adventure, Fantasy",Novel
13221,Kyonyuu Fantasy,"Fantasy, Hentai",Visual novel
32485,Prison School: Mad Wax,"Comedy, Ecchi",Manga
35330,Poputepipikku (Pop Team Epic),Comedy,4-koma manga
40256,Cannon Busters,"Action, Adventure, Fantasy, Sci-Fi",Other
37623,Chiisana Eiyuu: Kani to Tamago to Toumei Ningen (Modest Heroes),"Action, Adventure, Award Winning, Drama, Fantasy",Original
37208,Mo Dao Zu Shi (The Master of Diabolism),"Action, Adventure, Drama, Fantasy, Mystery",Web novel
38450,Mo Dao Zu Shi: Xian Yun Pian (The Master of Diabolism 2),"Action, Adventure, Drama, Fantasy, Mystery",Web novel
35777,Rilakkuma to Kaoru-san (Rilakkuma and Kaoru),Slice of Life,Other
37438,Ingress the Animation,"Action, Mystery, Sci-Fi",Game
31772,One Punch Man Specials,"Action, Comedy",Web manga
31704,One Punch Man: Road to Hero,"Action, Comedy",Web manga
23309,Rail Wars!,"Action, Ecchi",Light novel
166,Samurai 7,Sci-Fi,Other
41006,Higurashi no Naku Koro ni Gou (Higurashi: When They Cry – Gou),"Horror, Mystery, Suspense",Visual novel
34934,Koi to Uso (Love and Lies),"Drama, Romance",Web manga
23623,Non Non Biyori Repeat,Slice of Life,Manga
21667,Non Non Biyori: Okinawa e Ikukoto ni Natta,Slice of Life,Manga
31645,Persona 5 the Animation: The Day Breakers,Action,Game
44807,Ryuu to Sobakasu no Hime (Belle),"Drama, Fantasy, Sci-Fi",Original
25,Sunabouzu (Desert Punk),"Action, Adventure, Comedy, Sci-Fi, Ecchi",Manga
13663,To LOVE-Ru Darkness (To LOVE Ru Darkness),"Comedy, Romance, Sci-Fi, Ecchi",Manga
33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"Comedy, Romance",Light novel
39701,Nanatsu no Taizai: Kamigami no Gekirin,"Action, Adventure, Fantasy",Manga
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,"Slice of Life, Supernatural",Manga
34591,Natsume Yuujinchou Roku (Natsume's Book of Friends Season 6),"Slice of Life, Supernatural",Manga
36838,Gintama. Shirogane no Tamashii-hen (Gintama. Silver Soul Arc),"Action, Comedy, Sci-Fi",Manga
1192,Kakurenbo (Kakurenbo: Hide & Seek),"Horror, Supernatural",Original
499,Makai Toshi Shinjuku (Demon City Shinjuku),"Adventure, Horror, Romance, Supernatural",Novel
6974,Seikimatsu Occult Gakuin (Occult Academy),"Comedy, Mystery, Sci-Fi, Supernatural",Original
4106,Trigun: Badlands Rumble,"Action, Adventure, Sci-Fi",Manga
543,Vampire Hunter D (2000) (Vampire Hunter D: Bloodlust),"Action, Drama, Fantasy, Horror, Romance, Sci-Fi",Light novel
6987,Aki-Sora (Aki Sora),Erotica,Manga
8577,Aki-Sora: Yume no Naka (Aki-Sora: In a Dream),Erotica,Manga
19367,Galilei Donna,"Action, Adventure, Sci-Fi",Original
12031,Kingdom,Action,Manga
17389,Kingdom 2nd Season (Kingdom: Season 2),Action,Manga
4186,Koukaku no Regios (Chrome Shelled Regios),"Action, Adventure, Fantasy, Sci-Fi",Light novel
97,Last Exile,"Action, Adventure, Sci-Fi",Original
19769,Mahou Sensou (Magical Warfare),"Action, Fantasy",Light novel
9890,Major: Message,Sports,Manga
11917,Major: World Series,Sports,Manga
9936,Maken-Ki!,"Action, Ecchi",Manga
9981,Phi Brain: Kami no Puzzle (Phi-Brain ~ Puzzle of God),"Action, Mystery, Suspense",Original
12753,Phi Brain: Kami no Puzzle - Orpheus Order-hen,"Action, Mystery, Suspense",Original
10572,Ro-Kyu-Bu! (Ro-Kyu-Bu ~ Fast Break!),"Comedy, Sports, Ecchi",Light novel
17777,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.","Comedy, Romance, Supernatural, Ecchi",Manga
19117,Toaru Hikuushi e no Koiuta (The Pilot's Love Song),"Adventure, Drama, Romance",Light novel
12431,Uchuu Kyoudai (Space Brothers),Comedy,Manga
12029,Uchuu Senkan Yamato 2199,"Action, Drama, Sci-Fi",Original
16005,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,Action,Manga
27815,Cardfight!! Vanguard G,Action,Card game
21729,Cardfight!! Vanguard: Legion Mate-hen,Action,Original
15611,Cardfight!! Vanguard: Link Joker-hen,Action,Original
32407,Clockwork Planet,"Fantasy, Sci-Fi",Light novel
31318,Comet Lucifer,"Adventure, Fantasy",Original
32936,Gin no Guardian (The Silver Guardian),"Adventure, Fantasy",Web manga
34012,Isekai Shokudou (Restaurant to Another World),"Fantasy, Gourmet, Slice of Life",Light novel
25517,Magic Kaito 1412,"Adventure, Comedy, Romance",Manga
31845,Masou Gakuen HxH (Hybrid x Heart Magias Academy Ataraxia),"Action, Comedy, Fantasy, Romance, Ecchi",Light novel
31404,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"Comedy, Romance, Ecchi",Light novel
32262,Renai Boukun (Love Tyrant),"Comedy, Romance, Supernatural",Web manga
23233,Shinmai Maou no Testament (The Testament of Sister New Devil),"Action, Supernatural, Ecchi",Light novel
30363,Shinmai Maou no Testament Burst,"Action, Supernatural, Ecchi",Light novel
18277,Strike the Blood,"Action, Fantasy, Ecchi",Light novel
29758,Taboo Tattoo,"Action, Fantasy",Manga
30911,Tales of Zestiria the Cross (Tales of Zestiria the X),"Action, Adventure, Fantasy",Game
34086,Tales of Zestiria the Cross 2nd Season,"Action, Adventure, Fantasy",Game
26443,Triage X,"Action, Adventure, Ecchi",Manga
30901,Utawarerumono: Itsuwari no Kamen (Utawarerumono: The False Faces),"Action, Drama, Fantasy",Visual novel
34368,Vatican Kiseki Chousakan (Vatican Miracle Examiner),"Drama, Mystery, Supernatural",Novel
21639,Yu☆Gi☆Oh! Arc-V (Yu-Gi-Oh! Arc-V),"Action, Fantasy",Manga
34866,Yu☆Gi☆Oh! VRAINS (Yu-Gi-Oh! VRAINS),"Action, Fantasy, Sci-Fi",Card game
15489,Yu☆Gi☆Oh! Zexal Second (Yu-Gi-Oh! Zexal II),"Action, Fantasy",Manga
34176,Zero kara Hajimeru Mahou no Sho (Grimoire of Zero),"Action, Adventure, Fantasy",Light novel
33964,91 Days: Mijikai Rousoku (91 Days: Brief Candle),"Action, Drama, Suspense",Original
4970,Afro Samurai: Resurrection,"Action, Adventure",Original
33513,Ansatsu Kyoushitsu: 365-nichi no Jikan,"Action, Comedy",Manga
10431,"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",Comedy,Light novel
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,"Comedy, Romance",Light novel
43756,Bakuten!! (Backflip!!),Sports,Original
32664,Bananya,Slice of Life,Original
32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,"Action, Adventure, Fantasy",Original
33728,Chain Chronicle: Haecceitas no Hikari Part 1,"Action, Adventure, Fantasy",Game
33730,Chain Chronicle: Haecceitas no Hikari Part 3,"Action, Adventure, Fantasy",Game
35315,ChäoS;Child: Silent Sky,"Mystery, Sci-Fi, Supernatural",Visual novel
301,Cinderella Boy,"Action, Adventure, Comedy, Mystery",Manga
31157,ClassicaLoid,Comedy,Original
31456,Code:Realize - Sousei no Himegimi,"Fantasy, Romance",Visual novel
35988,Dame x Prince Anime Caravan (Damepri Anime Caravan),"Adventure, Comedy, Fantasy",Visual novel
34543,Dive!!,"Drama, Sports",Novel
129,Gensoumaden Saiyuuki (Saiyuki),"Action, Adventure, Drama, Fantasy",Manga
4476,Gensoumaden Saiyuuki: Kibou no Zaika (Saiyuki Interactive),"Adventure, Fantasy",Manga
19261,Gintama x Mameshiba,Comedy,Manga
37491,Gintama. Shirogane no Tamashii-hen - Kouhan-sen,"Action, Comedy, Sci-Fi",Manga
21899,Gintama: Yorinuki Gintama-san on Theater 2D,"Action, Comedy, Sci-Fi",Manga
7728,Hellsing: Psalm of the Darkness,"Action, Supernatural",Manga
30991,Himouto! Umaru-chan OVA,Comedy,Manga
31234,Himouto! Umaru-chanS,Comedy,Manga
12411,Inga Nikki (UN-GO: Inga Nikki),Comedy,Original
34565,Jikan no Shihaisha (Chronos Ruler),"Action, Supernatural",Manga
33840,Kabuki-bu! (Kabukibu!),Comedy,Novel
30524,Kagewani,"Horror, Mystery, Supernatural",Original
32682,Kagewani: Shou (Kagewani -II-),"Horror, Mystery, Supernatural",Original
37621,Karakai Jouzu no Takagi-san: Water Slide,"Comedy, Romance",Manga
32574,Kekkai Sensen: Ousama no Restaurant no Ousama,"Action, Comedy, Fantasy",Manga
30915,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,"Action, Fantasy",Manga
34501,Kenka Banchou Otome: Girl Beats Boys,Action,Game
35145,Kobayashi-san Chi no OO Dragon (Miss Kobayashi's Dragon Something),"Slice of Life, Supernatural",Manga
24469,Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,Sci-Fi,Original
17505,Mushibugyou (Mushibugyo),"Action, Fantasy",Manga
25099,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken","Comedy, Romance, Ecchi",Light novel
34126,Rewrite 2nd Season (Rewrite: Moon and Terra),"Action, Comedy, Romance, Supernatural",Visual novel
16169,Choboraunyopomi Gekijou Ai Mai Mii (Ai-Mai-Mi),Comedy,4-koma manga
23551,Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe,Comedy,4-koma manga
9581,MM! Specials (MM! Hidden Camera Shorts),"Comedy, Ecchi",Light novel
20931,Oneechan ga Kita,Comedy,4-koma manga
34514,Pokemon Generations (Pokémon Generations),"Action, Adventure, Fantasy",Game
37095,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",Drama,Light novel
21085,Witch Craft Works,"Action, Supernatural",Manga
6148,Yurumates,Slice of Life,4-koma manga
12123,Yurumates 3D,Slice of Life,4-koma manga
50598,Aggressive Retsuko (ONA) 5th Season (Aggretsuko (ONA) 5th Season),Comedy,Other
30205,Aoharu x Kikanjuu (Aoharu x Machinegun),Sports,Manga
49469,Beastars Final Season,"Drama, Suspense",Manga
40752,Bishounen Tanteidan (Pretty Boy Detective Club),Mystery,Novel
59898,City The Animation,Comedy,Manga
55102,Girls Band Cry,Drama,Original
37259,Hanebado!,Sports,Manga
49738,Heike Monogatari (The Heike Story),"Drama, Supernatural",Book
39894,Hibike! Euphonium 3 (Sound! Euphonium 3),Drama,Novel
49154,High Card,"Action, Fantasy",Mixed media
36884,Hisone to Maso-tan (Dragon Pilot: Hisone and Masotan),"Award Winning, Comedy, Drama, Fantasy",Original
40046,Id:Invaded (ID: INVADED),"Mystery, Sci-Fi, Suspense",Original
40530,Jaku-Chara Tomozaki-kun (Bottom-Tier Character Tomozaki),"Drama, Romance",Light novel
50803,Jaku-Chara Tomozaki-kun 2nd Stage,"Drama, Romance",Light novel
53924,Jibaku Shounen Hanako-kun 2 (Toilet-Bound Hanako-kun Season 2),Supernatural,Manga
43691,Kageki Shoujo!! (Kageki Shojo!!),Drama,Manga
41930,Kamisama ni Natta Hi (The Day I Became a God),Drama,Original
53747,Kimi no Iro (The Colors Within),Drama,Original
60083,Kowloon Generic Romance,"Mystery, Romance, Sci-Fi",Manga
41833,Kyuuketsuki Sugu Shinu (The Vampire Dies in No Time),"Comedy, Fantasy",Manga
50287,Kyuuketsuki Sugu Shinu 2 (The Vampire Dies in No Time Season 2),"Comedy, Fantasy",Manga
36934,Captain Tsubasa (2018),Sports,Manga
54803,Captain Tsubasa Season 2: Junior Youth-hen,Sports,Manga
38390,Chuubyou Gekihatsu Boy (Outburst Dreamer Boys),Comedy,Novel
2564,Code-E,"Comedy, Romance, Sci-Fi",Original
35823,Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,"Comedy, Fantasy",Manga
29589,Denpa Kyoushi (Ultimate Otaku Teacher),"Comedy, Romance",Manga
61322,Dr. Stone: Science Future Part 2,"Adventure, Comedy, Sci-Fi",Manga
56894,Dragon Ball Daima,"Action, Adventure, Comedy, Fantasy",Manga
12231,Dragon Ball: Episode of Bardock,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Manga
5152,Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!,"Action, Adventure, Comedy, Fantasy",Manga
32608,Endride,"Action, Adventure, Fantasy",Original
54632,Gekai Elise (Doctor Elise: The Royal Lady with the Lamp),"Fantasy, Romance",Web manga
12875,Ginga e Kickoff!! (Victory Kickoff!!),Sports,Novel
34566,Boruto: Naruto Next Generations,"Action, Adventure, Fantasy",Manga
42886,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,"Drama, Sci-Fi",Novel
51805,Ginga Eiyuu Densetsu: Die Neue These - Sakubou,"Drama, Sci-Fi",Novel
44276,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,"Action, Comedy, Fantasy",Light novel
53149,Oemojisangjuui (Lookism),"Action, Drama, Supernatural",Web manga
50273,Tomodachi Game,Suspense,Manga
42962,Uzaki-chan wa Asobitai! Double,"Comedy, Romance",Web manga
50549,Bubble,"Action, Sci-Fi",Original
32215,High School DxD BorN: Yomigaeranai Fushichou,"Action, Comedy, Romance, Supernatural, Ecchi",Light novel
34281,High School DxD Hero,"Action, Comedy, Romance, Supernatural, Ecchi",Light novel
37719,High School DxD Hero: Taiikukan-ura no Holy,"Action, Comedy, Romance, Supernatural, Ecchi",Light novel
50461,Otome Game Sekai wa Mob ni Kibishii Sekai desu,"Fantasy, Romance",Light novel
32360,Qualidea Code,"Action, Fantasy, Sci-Fi",Original
34300,Quanzhi Fashi (Full-Time Magister),"Action, Fantasy",Web novel
47790,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru","Action, Drama, Fantasy, Mystery, Romance",Light novel
31430,Terra Formars: Revenge,"Action, Horror, Sci-Fi, Suspense",Manga
28979,To LOVE-Ru Darkness 2nd (To LOVE Ru Darkness 2),"Comedy, Romance, Sci-Fi, Ecchi",Manga
36432,Toaru Majutsu no Index III (A Certain Magical Index III),"Action, Fantasy, Sci-Fi",Light novel
33478,UQ Holder! Mahou Sensei Negima! 2 (UQ Holder!),"Action, Fantasy, Sci-Fi",Manga
29854,Ushio to Tora (TV) (Ushio & Tora (2015)),"Action, Adventure, Supernatural",Manga
31098,Ushio to Tora (TV) 2nd Season (Ushio & Tora (2016)),"Action, Adventure, Supernatural",Manga
50175,"Yuusha, Yamemasu (I'm Quitting Heroing)","Action, Adventure, Comedy, Fantasy",Light novel
33993,300 En no Otsukiai Anime Edition,Hentai,Manga
29809,3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,Hentai,Visual novel
40337,Aibeya The Animation,Hentai,Visual novel
39085,Aikagi The Animation,Hentai,Visual novel
9849,Akina to Onsen de H Shiyo!,Hentai,Original
16059,Aku no Onna Kanbu: Full Moon Night,"Supernatural, Hentai",Visual novel
43013,Aku no Onna Kanbu: Full Moon Night R,Hentai,Visual novel
4010,Alignment You! You! The Animation,"Supernatural, Hentai",Manga
31810,Amakano,Hentai,Visual novel
21069,Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,Hentai,Manga
9435,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,Hentai,Visual novel
16642,Ane Koi: Suki Kirai Daisuki. (Sizzling Siblings),Hentai,Manga
41261,Ane wa Yanmama Junyuu-chuu,Hentai,Manga
30614,Ane Yome Quartet,Hentai,Visual novel
5194,Aneimo (Square Sisters),Hentai,Visual novel
31117,Ano Ko to Ii Koto,Hentai,Manga
35028,Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,Hentai,Visual novel
36225,Baku Ane 2: Otouto Ippai Shibocchau zo! The Animation,Hentai,Visual novel
24641,Baku Ane: Otouto Shibocchau zo! The Animation (Bombastic Sisters),Hentai,Visual novel
972,Bible Black Gaiden (Bible Black Origins),"Supernatural, Hentai",Visual novel
2873,Bible Black Only Version (Bible Black Only),Hentai,Visual novel
10694,Bloods: Inraku no Ketsuzoku 2,Hentai,Visual novel
2413,Boin,Hentai,Visual novel
35498,Boku to Misaki-sensei,Hentai,Original
34030,Bokura no Sex,Hentai,Manga
25667,Boy Meets Harem The Animation,Hentai,Manga
12055,Brandish,"Fantasy, Hentai",Manga
9442,Bust to Bust: Chichi wa Chichi ni,Hentai,Manga
5464,Cafe Junkie,Hentai,Visual novel
31740,Chicchana Onaka,Hentai,Manga
21925,Chichiiro Toiki,Hentai,Manga
31401,Creamy Pie,Hentai,Manga
21001,Dekakute Ecchi na Ore no Ane (My Big and Horny Sisters),Hentai,Visual novel
34311,Ecchi na Shintai Sokutei Anime Edition,Hentai,Manga
38038,Elf no Oshiego to Sensei,"Fantasy, Hentai",Light novel
31788,Ero Manga! H mo Manga mo Step-up♪,Hentai,Visual novel
7053,Fault!!,Hentai,Visual novel
16638,Fault!! Service: Aratanaru Rival,Hentai,Visual novel
21829,Fella Pure: Mitarashi-san Chi no Jijou The Animation,Hentai,Manga
23033,Furueru Kuchibiru (Fuzzy Lips 1),Hentai,Manga
17491,Garden,Hentai,Manga
14993,Gogo no Kouchou: Junai Mellow yori,Hentai,Manga
34759,Green Eyes: Ane Kyun! yori The Animation,Hentai,Manga
31324,Grisaia no Meikyuu: Caprice no Mayu 0 - Takizono Basketball Club no Nama Cream Party!,Ecchi,Visual novel
31368,Grisaia no Rakuen Specials,Ecchi,Visual novel
30812,Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,Hentai,Visual novel
14991,Harem Time The Animation,Hentai,Manga
32422,Joukyuusei,Romance,Original
34534,Natsume Yuujinchou Go Specials,"Slice of Life, Supernatural",Manga
36275,Natsume Yuujinchou Roku Specials,"Slice of Life, Supernatural",Manga
42894,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,"Slice of Life, Supernatural",Manga
18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,"Slice of Life, Supernatural",Manga
50416,Skip to Loafer (Skip and Loafer),Drama,Manga
5365,Tsumiki no Ie (La Maison en Petits Cubes),"Award Winning, Drama",Original
15059,Initial D Fifth Stage,"Action, Drama",Manga
22507,Initial D Final Stage,"Action, Drama",Manga
19613,New Initial D Movie: Legend 1 - Kakusei,Action,Manga
34240,Shelter (Music) (Shelter),Sci-Fi,Original
34009,Tu Bian Yingxiong Baba (To Be Hero),Comedy,Original
44074,Shiguang Dailiren (Link Click),"Drama, Mystery, Suspense",Original
53447,Tu Bian Yingxiong X (To Be Hero X),Action,Original
2476,School Days,"Drama, Romance",Visual novel
10521,Working'!! (Wagnaria!!2),"Comedy, Romance",4-koma manga
35220,Youkai Apartment no Yuuga na Nichijou,"Slice of Life, Supernatural",Novel
54789,Boku no Hero Academia 7th Season (My Hero Academia Season 7),Action,Manga
58883,Dead Dead Demons Dededede Destruction (ONA),"Drama, Sci-Fi",Manga
58920,Dead Dead Demons Dededede Destruction (ONA) Episode 0,"Drama, Sci-Fi",Manga
22835,Himegoto,"Comedy, Ecchi",4-koma manga
35737,Pluto,"Action, Mystery, Sci-Fi, Suspense",Manga
28619,Ranpo Kitan: Game of Laplace (Rampo Kitan: Game of Laplace),"Mystery, Suspense",Original
40333,Uzumaki (Uzumaki: Spiral Into Horror),"Avant Garde, Drama, Horror, Suspense",Manga
36999,Zoku Owarimonogatari,"Comedy, Mystery, Supernatural",Light novel
26023,Haiyore! Nyaruko-san F,"Comedy, Romance, Sci-Fi",Light novel
37475,Kishuku Gakkou no Juliet (Boarding School Juliet),"Action, Comedy, Romance",Manga
31610,Kyoukai no Rinne 2nd Season (RIN-NE Season 2),"Comedy, Supernatural",Manga
34745,Mahoujin Guruguru (2017) (Magical Circle),"Adventure, Comedy, Fantasy",Manga
35240,Princess Principal,"Action, Mystery",Original
37579,Tonari no Kyuuketsuki-san,"Comedy, Supernatural",4-koma manga
32924,Urara Meirochou (Urara Meirocho),"Comedy, Fantasy",4-koma manga
31715,Working!!! Lord of the Takanashi,"Comedy, Romance",4-koma manga
37786,Yagate Kimi ni Naru (Bloom Into You),"Drama, Girls Love",Manga
6586,Yume-iro Pâtissière,Gourmet,Manga
9441,Yume-iro Pâtissière SP Professional,"Gourmet, Slice of Life",Manga
10687,Saint Seiya: Legend of Sanctuary,"Adventure, Fantasy, Sci-Fi",Manga
51105,NieR:Automata Ver1.1a,"Action, Fantasy, Sci-Fi",Game
30749,Saijaku Muhai no Bahamut (Undefeated Bahamut Chronicle),"Action, Fantasy, Romance, Ecchi",Light novel
5277,Sekirei: Pure Engagement,"Action, Comedy, Romance, Ecchi",Manga
3470,Special A (Special A (S.A)),"Comedy, Romance",Manga
25839,Bonjour♪Koiaji Pâtisserie (Bonjour♪Sweet Love Patisserie),"Gourmet, Romance",Game
15195,Hetalia: The Beautiful World,Comedy,Web manga
35828,Miira no Kaikata (How to Keep a Mummy),"Slice of Life, Supernatural",Web manga
34262,Oushitsu Kyoushi Heine (The Royal Tutor),Comedy,Manga
7082,Shugo Chara! Party!,Comedy,Manga
5262,Shugo Chara!! Doki,Comedy,Manga
23701,Toradora! Recap,"Comedy, Romance",Light novel
39738,Mushishi Recap,"Mystery, Supernatural",Manga
17827,Daitoshokan no Hitsujikai (A Good Librarian Like a Good Shepherd),Romance,Visual novel
22663,Seiken Tsukai no World Break,"Action, Fantasy, Romance",Light novel
36470,Tada-kun wa Koi wo Shinai (Tada Never Falls in Love),"Comedy, Romance",Original
39741,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,Drama,Light novel
38475,Yuru Camp△ Movie (Laid-Back Camp: The Movie),Slice of Life,Manga
38474,Yuru Camp△ Season 2 (Laid-Back Camp Season 2),Slice of Life,Manga
24921,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,"Action, Sci-Fi",Manga
29893,Aria the Avvenire,"Sci-Fi, Slice of Life",Manga
36308,Blade Runner: Black Out 2022,"Sci-Fi, Suspense",Other
6795,Genius Party Beyond,"Avant Garde, Fantasy, Sci-Fi",Original
4872,Goku Sayonara Zetsubou Sensei (Goodbye Mr. Despair OAD),Comedy,Manga
36094,Hakumei to Mikochi (Hakumei and Mikochi),"Fantasy, Slice of Life",Manga
2891,Iblard Jikan,Fantasy,Other
36864,Akkun to Kanojo (My Sweet Tyrant),"Comedy, Romance",Manga
37497,Irozuku Sekai no Ashita kara (Iroduku: The World in Colors),"Drama, Fantasy, Romance",Original
33605,Ling Qi (Spiritpact),"Action, Boys Love, Comedy, Supernatural",Web manga
36522,Ling Qi 2 (Spiritpact: Bond of the Underworld),"Action, Boys Love, Comedy, Supernatural",Web manga
35629,Skirt no Naka wa Kedamono deshita. (A Predator in a Skirt),"Drama, Hentai",Manga
30458,"Tokyo Ghoul: ""Jack"" (Tokyo Ghoul: Jack)","Action, Fantasy, Horror, Suspense",Manga
31297,"Tokyo Ghoul: ""Pinto"" (Tokyo Ghoul: Pinto)","Action, Fantasy, Horror, Suspense",Light novel
40646,"Yes ka No ka Hanbun ka (Yes, No, or Maybe?)","Boys Love, Drama",Light novel
33966,Yume Oukoku to Nemureru 100-nin no Oujisama,"Adventure, Fantasy",Game
35658,Kuroko no Basket: Last Game NG-shuu,"Comedy, Sports",Manga
38903,Moonrise,"Action, Sci-Fi",Original
48761,Saihate no Paladin (The Faraway Paladin),"Action, Adventure, Fantasy",Light novel
6154,Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,"Adventure, Sci-Fi",Manga
44203,Seirei Gensouki (Seirei Gensouki: Spirit Chronicles),"Action, Adventure, Fantasy, Romance",Light novel
311,Ace wo Nerae! (Aim for the Ace!),"Drama, Romance, Sports",Manga
56653,BanG Dream! Ave Mujica (Ave Mujica: The Die is Cast),Drama,Mixed media
54959,BanG Dream! It's MyGO!!!!!,Drama,Mixed media
60508,"Food Court de, Mata Ashita. (See You Tomorrow at the Food Court)",Slice of Life,Web manga
7645,Heartcatch Precure!,"Action, Comedy",Original
35678,Hibike! Euphonium Movie 3: Chikai no Finale,Drama,Novel
51995,Hibike! Euphonium: Ensemble Contest-hen,Drama,Novel
17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,Slice of Life,4-koma manga
36593,Hug tto! Precure,Action,Original
33797,ID-0,Sci-Fi,Original
55887,"Kekkon suru tte, Hontou desu ka (365 Days to the Wedding)",Romance,Manga
1288,Kidou Keisatsu Patlabor (Patlabor: The Mobile Police),"Comedy, Sci-Fi",Original
1096,Kidou Keisatsu Patlabor 2 the Movie (Patlabor 2: The Movie),"Award Winning, Drama, Mystery, Sci-Fi",Original
1095,Kidou Keisatsu Patlabor the Movie (Patlabor: The Movie),Drama,Original
86,Kidou Senshi Gundam ZZ (Mobile Suit Gundam ZZ),"Comedy, Drama, Sci-Fi",Original
81,Kidou Senshi Gundam: Dai 08 MS Shoutai,"Adventure, Drama, Romance, Sci-Fi",Original
87,Kidou Senshi Gundam: Gyakushuu no Char,"Drama, Sci-Fi",Novel
49828,Kidou Senshi Gundam: Suisei no Majo,Sci-Fi,Original
53199,Kidou Senshi Gundam: Suisei no Majo Season 2,Sci-Fi,Original
14751,Bishoujo Senshi Sailor Moon Crystal,Romance,Manga
31733,Bishoujo Senshi Sailor Moon Crystal Season III,Romance,Manga
13117,Hakuouki Movie 1: Kyoto Ranbu,"Action, Drama, Supernatural",Visual novel
9723,Hakuouki: Hekketsuroku - Kyoto Kaisouroku,"Action, Drama, Supernatural",Visual novel
32011,Hakuouki: Otogisoushi,Supernatural,Visual novel
10350,Hakuouki: Sekkaroku,"Action, Drama, Fantasy",Visual novel
13261,Inazuma Eleven Go: Chrono Stone (Inazuma Eleven Go: Chrono Stones),Sports,Game
12191,Smile Precure! (Glitter Force),Action,Original
9893,Suite Precure♪,Action,Original
38917,Tong Ling Fei (Psychic Princess),"Comedy, Drama, Romance",Web manga
30868,Ajin Part 1: Shoudou (Ajin: Demi-Human Movie 1: Compel),"Action, Horror, Mystery, Supernatural",Manga
35676,Berserk: Majo no Tsuisou (Berserk: Recollections of the Witch),"Action, Adventure, Drama, Fantasy, Horror",Manga
33985,Bloodivores,"Action, Mystery, Supernatural",Web manga
33685,Cyborg 009: Call of Justice 1,"Action, Adventure, Sci-Fi",Manga
33686,Cyborg 009: Call of Justice 2,"Action, Adventure, Sci-Fi",Manga
