id,nome,generos,source
32977,Aggressive Retsuko (Aggretsuko),Comedy,Other
36904,Aggressive Retsuko (ONA) (Aggretsuko (ONA)),Comedy,Other
49520,Aharen-san wa Hakarenai,"Comedy, Romance",Manga
22147,Amagi Brilliant Park,"Comedy, Supernatural",Light novel
9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,"Drama, Supernatural",Original
11111,Another,"Horror, Mystery",Novel
21995,Ao Haru Ride (Blue Spring Ride),Romance,Manga
31964,Boku no Hero Academia (My Hero Academia),Action,Manga
33486,Boku no Hero Academia 2nd Season (My Hero Academia Season 2),Action,Manga
36456,Boku no Hero Academia 3rd Season (My Hero Academia Season 3),Action,Manga
38408,Boku no Hero Academia 4th Season (My Hero Academia Season 4),Action,Manga
35262,Boku no Hero Academia: Hero Note (My Hero Academia: Hero Notebook),Action,Manga
33929,Boku no Hero Academia: Sukue! Kyuujo Kunren!,Action,Manga
35459,Boku no Hero Academia: Training of the Dead,Action,Manga
38302,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,Comedy,Manga
31478,Bungou Stray Dogs (Bungo Stray Dogs),"Action, Mystery",Manga
1535,Death Note,"Supernatural, Suspense",Manga
28223,Death Parade,"Drama, Fantasy, Suspense",Original
35120,Devilman: Crybaby,"Action, Avant Garde, Horror, Supernatural",Manga
30346,Doukyuusei (Doukyusei: Classmates),Boys Love,Manga
41025,Fumetsu no Anata e (To Your Eternity),"Adventure, Drama, Supernatural",Manga
33731,Gabriel DropOut,"Comedy, Supernatural",Manga
34280,Gamers!,"Comedy, Romance",Light novel
23289,Gekkan Shoujo Nozaki-kun (Monthly Girls' Nozaki-kun),"Comedy, Romance",Manga
39533,Given,"Boys Love, Drama",Manga
49053,Given: Uragawa no Sonzai (given - on the other hand),"Boys Love, Drama",Manga
39463,Gleipnir,"Action, Mystery, Ecchi",Manga
15809,Hataraku Maou-sama! (The Devil is a Part-Timer!),"Comedy, Supernatural",Light novel
36296,Hinamatsuri,Comedy,Manga
42897,Horimiya,Romance,Manga
10408,Hotarubi no Mori e (Into the Forest of Fireflies' Light),"Award Winning, Drama, Romance, Supernatural",Manga
11013,Inu x Boku SS (Inu X Boku Secret Service),"Comedy, Romance, Supernatural",Manga
39534,Jibaku Shounen Hanako-kun (Toilet-Bound Hanako-kun),Supernatural,Manga
40748,Jujutsu Kaisen,"Action, Award Winning, Supernatural",Manga
48561,Jujutsu Kaisen 0 Movie (Jujutsu Kaisen 0),"Action, Supernatural",Manga
51009,Jujutsu Kaisen 2nd Season (Jujutsu Kaisen Season 2),"Action, Supernatural",Manga
7054,Kaichou wa Maid-sama! (Maid Sama!),"Comedy, Romance",Manga
34933,Kakegurui,"Drama, Mystery, Suspense",Manga
14713,Kamisama Hajimemashita (Kamisama Kiss),"Comedy, Romance, Supernatural",Manga
25681,Kamisama Hajimemashita◎ (Kamisama Kiss Season 2),"Comedy, Romance, Supernatural",Manga
1004,Kanojo to Kanojo no Neko (She and Her Cat: Their Standing Points),Slice of Life,Original
38000,Kimetsu no Yaiba (Demon Slayer: Kimetsu no Yaiba),"Action, Award Winning, Supernatural",Manga
40456,Kimetsu no Yaiba Movie: Mugen Ressha-hen,"Action, Supernatural",Manga
55701,Kimetsu no Yaiba: Hashira Geiko-hen,"Action, Supernatural",Manga
51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,"Action, Supernatural",Manga
47778,Kimetsu no Yaiba: Yuukaku-hen,"Action, Supernatural",Manga
32281,Kimi no Na wa. (Your Name.),"Award Winning, Drama",Original
33206,Kobayashi-san Chi no Maid Dragon (Miss Kobayashi's Dragon Maid),"Slice of Life, Supernatural",Manga
28851,Koe no Katachi (A Silent Voice),"Award Winning, Drama",Manga
41103,Koi to Yobu ni wa Kimochi Warui (Koikimo),"Comedy, Romance",Manhwa
34984,Koi wa Ameagari no You ni (After the Rain),"Drama, Romance",Manga
2034,Lovely★Complex (Lovely Complex),"Comedy, Romance",Manga
33487,Masamune-kun no Revenge (Masamune-kun's Revenge),"Comedy, Romance",Manga
38778,Midara na Ao-chan wa Benkyou ga Dekinai (Ao-chan Can't Study!),"Comedy, Romance, Ecchi",Manga
48483,Mieruko-chan,"Comedy, Horror",Manhwa
32182,Mob Psycho 100,"Action, Comedy, Supernatural",Manhwa
37510,Mob Psycho 100 II,"Action, Comedy, Supernatural",Manhwa
50172,Mob Psycho 100 III,"Action, Comedy, Supernatural",Manhwa
36038,Net-juu no Susume (Recovery of an MMO Junkie),"Comedy, Romance",Manhwa
19815,"No Game No Life (No Game, No Life)","Comedy, Fantasy, Ecchi",Light novel
10161,No.6 (No. 6),"Action, Drama, Mystery, Sci-Fi",Novel
20507,Noragami,"Action, Supernatural",Manga
30276,One Punch Man (One-Punch Man),"Action, Comedy",Manhwa
32729,Orange,"Drama, Romance, Sci-Fi",Manga
24211,Orenchi no Furo Jijou (Merman in my Tub),"Comedy, Fantasy",Manga
35484,Osake wa Fuufu ni Natte kara (Love is Like a Cocktail),"Comedy, Gourmet, Romance",Manhwa
38555,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,"Comedy, Fantasy, Romance",Light novel
30015,ReLIFE,"Drama, Romance",Manhwa
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,"Drama, Mystery, Suspense",Novel
37450,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"Drama, Romance, Supernatural",Light novel
53129,Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,"Drama, Romance, Supernatural",Light novel
54870,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,"Drama, Romance, Supernatural",Light novel
38329,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,"Drama, Romance, Supernatural",Light novel
38787,Senryuu Shoujo (Senryu Girl),"Comedy, Romance",Manga
48736,Sono Bisque Doll wa Koi wo Suru (My Dress-Up Darling),Romance,Manga
50265,Spy x Family,"Action, Award Winning, Comedy",Manga
14289,"Suki tte Ii na yo. (Say ""I Love You."")","Drama, Romance",Manga
47194,Summertime Render (Summer Time Rendering),"Mystery, Supernatural, Suspense",Manga
11757,Sword Art Online,"Action, Adventure, Fantasy, Romance",Light novel
41353,The God of High School,"Action, Fantasy",Manhwa
22319,Tokyo Ghoul,"Action, Fantasy, Horror, Suspense",Manga
27899,Tokyo Ghoul √A,"Action, Fantasy, Horror, Suspense",Manga
36511,Tokyo Ghoul:re,"Action, Fantasy, Horror, Suspense",Manga
42249,Tokyo Revengers,"Action, Drama",Manga
523,Tonari no Totoro (My Neighbor Totoro),"Adventure, Award Winning, Supernatural",Original
34822,Tsuki ga Kirei (Tsukigakirei),Romance,Original
34902,Tsurezure Children (Tsuredure Children),"Comedy, Romance",Manga
40620,Uramichi Oniisan (Life Lessons with Uramichi-Oniisan),Comedy,Manhwa
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,Comedy,Manhwa
43299,Wonder Egg Priority,"Drama, Supernatural, Suspense",Original
33094,WWW.Working!! (WWW.WAGNARIA!!),Comedy,Manhwa
37779,Yakusoku no Neverland (The Promised Neverland),"Mystery, Suspense",Manga
28677,Yamada-kun to 7-nin no Majo (Yamada-kun and the Seven Witches),"Comedy, Mystery, Romance, Supernatural",Manga
35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,"Drama, Suspense",Light novel
32995,Yuri!!! on Ice,"Award Winning, Sports",Original
37985,Aggressive Retsuko (ONA) 2nd Season (Aggretsuko (ONA) 2nd Season),Comedy,Other
47,Akira,"Action, Horror, Sci-Fi",Manga
41433,Akudama Drive,"Action, Sci-Fi, Suspense",Original
34572,Black Clover,"Action, Fantasy",Manga
36896,Boku no Hero Academia the Movie 1: Futari no Hero,Action,Manga
32867,Bungou Stray Dogs 2nd Season (Bungo Stray Dogs 2),"Action, Mystery",Manga
38003,Bungou Stray Dogs 3rd Season (Bungo Stray Dogs 3),"Action, Mystery",Manga
33071,Bungou Stray Dogs: Hitori Ayumu,"Action, Mystery",Manga
41468,Burn the Witch,"Action, Fantasy",Manga
42310,Cyberpunk: Edgerunners,"Action, Sci-Fi",Other
40056,Deca-Dence,"Action, Adventure, Sci-Fi",Original
22777,Dragon Ball Kai (2014) (Dragon Ball Z Kai: The Final Chapters),"Action, Adventure, Comedy, Fantasy",Manga
30694,Dragon Ball Super,"Action, Adventure, Comedy, Fantasy",Manga
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Fantasy",Light novel
37347,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,"Action, Adventure, Fantasy",Light novel
40454,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,"Action, Adventure, Fantasy",Light novel
37348,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,"Action, Adventure, Fantasy",Light novel
38671,Enen no Shouboutai (Fire Force),"Action, Fantasy, Sci-Fi",Manga
40956,Enen no Shouboutai: Ni no Shou (Fire Force Season 2),"Action, Fantasy, Sci-Fi",Manga
18507,Free! (Free! - Iwatobi Swim Club),Sports,Original
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,"Comedy, Romance",Manga
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,"Comedy, Romance",Manga
40221,Kami no Tou (Tower of God),"Action, Adventure, Drama, Fantasy, Mystery",Manhwa
40595,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen","Action, Fantasy, Romance",Light novel
39196,Mairimashita! Iruma-kun (Welcome to Demon School! Iruma-kun),"Comedy, Fantasy",Manga
40571,Majo no Tabitabi (Wandering Witch: The Journey of Elaina),"Adventure, Fantasy",Light novel
40496,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou","Action, Fantasy",Light novel
39651,Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,"Action, Comedy, Supernatural",Original
36616,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,"Action, Comedy, Supernatural",Manhwa
41619,Munou na Nana (Talentless Nana),Suspense,Manga
1696,Murder Princess,"Action, Adventure, Fantasy",Manga
34134,One Punch Man 2nd Season (One-Punch Man Season 2),"Action, Comedy",Manhwa
26243,Owari no Seraph (Seraph of the End: Vampire Reign),"Action, Drama, Fantasy",Manga
28927,Owari no Seraph: Nagoya Kessen-hen,"Action, Drama, Fantasy",Manga
527,Pokemon (Pokémon),"Action, Adventure, Comedy, Fantasy",Other
6178,Pokemon Movie 12: Arceus Choukoku no Jikuu e,"Action, Adventure, Comedy, Drama, Fantasy",Other
9917,Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom,"Adventure, Comedy, Drama, Fantasy",Other
16680,Pokemon Movie 16: Shinsoku no Genosect - Mewtwo Kakusei,"Action, Adventure, Comedy, Fantasy",Other
21569,Pokemon Movie 17: Hakai no Mayu to Diancie,"Adventure, Fantasy",Other
31231,Pokemon Movie 19: Volcanion to Karakuri no Magearna,"Adventure, Fantasy",Other
34540,Pokemon Movie 20: Kimi ni Kimeta!,"Action, Adventure, Comedy",Other
36927,Pokemon Movie 21: Minna no Monogatari,"Action, Adventure, Comedy, Fantasy",Other
19291,Pokemon XY (Pokémon the Series: XY),"Action, Adventure, Comedy, Fantasy",Other
31592,Pokemon XY&Z (Pokémon the Series: XYZ),"Action, Adventure, Comedy, Fantasy",Other
20159,Pokemon: The Origin (Pokémon: Origins),"Action, Adventure, Comedy, Fantasy",Other
51297,Ragna Crimson,"Action, Fantasy",Manga
30296,Rakudai Kishi no Cavalry (Chivalry of a Failed Knight),"Action, Fantasy, Romance, Ecchi",Light novel
33569,Re:Petit kara Hajimeru Isekai Seikatsu (Re:ZERO PETIT),Comedy,Light novel
33142,Re:Zero kara Hajimeru Break Time,Comedy,Light novel
31240,Re:Zero kara Hajimeru Isekai Seikatsu,"Drama, Fantasy, Suspense",Light novel
38414,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,"Drama, Fantasy, Suspense",Light novel
36286,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,Fantasy,Light novel
39587,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,"Drama, Fantasy, Suspense",Light novel
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,"Drama, Fantasy, Suspense",Light novel
28497,Rokka no Yuusha (Rokka: Braves of the Six Flowers),"Action, Fantasy, Mystery",Light novel
32951,Rokudenashi Majutsu Koushi to Akashic Records,"Action, Fantasy",Light novel
35790,Tate no Yuusha no Nariagari (The Rising of the Shield Hero),"Action, Adventure, Drama, Fantasy",Light novel
37430,Tensei shitara Slime Datta Ken,"Action, Comedy, Fantasy",Manga
6,Trigun,"Action, Adventure, Sci-Fi",Manga
52093,Trigun Stampede,"Action, Adventure, Sci-Fi",Manga
32615,Youjo Senki (Saga of Tanya the Evil),"Action, Fantasy",Light novel
1575,Code Geass: Hangyaku no Lelouch,"Award Winning, Drama, Sci-Fi",Original
2904,Code Geass: Hangyaku no Lelouch R2,"Award Winning, Drama, Sci-Fi",Original
1,Cowboy Bebop,"Action, Award Winning, Sci-Fi",Original
40852,Dr. Stone: Stone Wars,"Adventure, Comedy, Sci-Fi",Manga
5114,Fullmetal Alchemist: Brotherhood,"Action, Adventure, Drama, Fantasy",Manga
245,Great Teacher Onizuka,Comedy,Manga
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,"Comedy, Romance",Manga
13601,Psycho-Pass,"Action, Mystery, Sci-Fi, Suspense",Original
199,Sen to Chihiro no Kamikakushi (Spirited Away),"Adventure, Award Winning, Fantasy",Original
23273,Shigatsu wa Kimi no Uso (Your Lie in April),"Drama, Romance",Manga
16498,Shingeki no Kyojin (Attack on Titan),"Action, Award Winning, Drama, Suspense",Manga
38524,Shingeki no Kyojin Season 3 Part 2,"Action, Drama, Suspense",Manga
9253,Steins;Gate,"Drama, Sci-Fi, Suspense",Visual novel
34881,Aho Girl (AHO-GIRL),Comedy,Manga
31580,Ajin (Ajin: Demi-Human),"Action, Horror, Mystery, Supernatural",Manga
22199,Akame ga Kill!,"Action, Fantasy",Manga
6547,Angel Beats!,"Drama, Fantasy",Original
35015,Ani ni Tsukeru Kusuri wa Nai!,Comedy,Manhwa
37924,Ani ni Tsukeru Kusuri wa Nai! 2,Comedy,Manhwa
15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,"Drama, Supernatural",Original
9919,Ao no Exorcist (Blue Exorcist),"Action, Supernatural",Manga
6347,Baka to Test to Shoukanjuu (Baka & Test: Summon the Beasts),"Comedy, Romance",Light novel
5081,Bakemonogatari,"Mystery, Romance, Supernatural",Light novel
36649,Banana Fish,"Action, Adventure, Drama, Suspense",Manga
34618,Blend S (BLEND-S),Comedy,Manga
40060,BNA (BNA: Brand New Animal),"Action, Fantasy",Original
47917,Bocchi the Rock!,Comedy,Manga
31043,Boku dake ga Inai Machi (Erased),"Mystery, Suspense",Manga
44511,Chainsaw Man,"Action, Fantasy",Manga
28999,Charlotte,Drama,Original
14741,"Chuunibyou demo Koi ga Shitai! (Love, Chunibyo & Other Delusions!)","Comedy, Romance",Light novel
38409,Cike Wu Liuqi (Scissor Seven),"Action, Comedy, Drama, Mystery, Romance",Original
5,Cowboy Bebop: Tengoku no Tobira (Cowboy Bebop: The Movie),"Action, Sci-Fi",Original
57334,Dandadan (Dan Da Dan),"Action, Comedy, Supernatural",Manga
35849,Darling in the FranXX,"Drama, Romance, Sci-Fi",Original
38691,Dr. Stone,"Adventure, Comedy, Sci-Fi",Manga
48549,Dr. Stone: New World,"Adventure, Comedy, Sci-Fi",Manga
55644,Dr. Stone: New World Part 2,"Adventure, Comedy, Sci-Fi",Manga
50612,Dr. Stone: Ryuusui (Dr. Stone: Ryusui),"Adventure, Comedy, Sci-Fi",Manga
57592,Dr. Stone: Science Future,"Adventure, Comedy, Sci-Fi",Manga
223,Dragon Ball,"Action, Adventure, Comedy, Fantasy",Manga
52701,Dungeon Meshi (Delicious in Dungeon),"Adventure, Comedy, Fantasy, Gourmet",Manga
121,Fullmetal Alchemist,"Action, Adventure, Award Winning, Drama, Fantasy",Manga
49709,Fumetsu no Anata e Season 2 (To Your Eternity Season 2),"Adventure, Drama, Supernatural",Manga
43692,Gokushufudou (The Way of the Househusband),Comedy,Manhwa
40052,Great Pretender,"Action, Adventure, Mystery",Original
37141,Hataraku Saibou (Cells at Work!),Comedy,Manga
51020,Helck,"Action, Fantasy",Manhwa
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,"Drama, Romance",Light novel
21877,High Score Girl (Hi Score Girl),"Comedy, Romance",Manga
39570,High Score Girl II (Hi Score Girl II),"Comedy, Romance",Manga
38422,High Score Girl: Extra Stage (Hi Score Girl: Extra Stage),"Comedy, Romance",Manga
934,Higurashi no Naku Koro ni (Higurashi: When They Cry),"Horror, Mystery, Suspense",Visual novel
1889,Higurashi no Naku Koro ni Kai (Higurashi: When They Cry – Kai),"Horror, Mystery, Suspense",Visual novel
3652,Higurashi no Naku Koro ni Rei (Higurashi: When They Cry – Rei),"Horror, Mystery, Suspense",Visual novel
37614,Hitoribocchi no Marumaru Seikatsu,Comedy,Manga
12189,Hyouka,"Mystery, Slice of Life",Novel
49220,Isekai Ojisan (Uncle from Another World),"Comedy, Fantasy",Manhwa
49438,Isekai Yakkyoku (Parallel World Pharmacy),Fantasy,Light novel
46569,Jigokuraku (Hell's Paradise),"Action, Adventure, Supernatural",Manga
14719,JoJo no Kimyou na Bouken (TV) (JoJo's Bizarre Adventure (2012)),"Action, Adventure, Supernatural",Manga
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,"Action, Adventure",Manga
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,"Action, Adventure",Manga
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Action, Adventure",Manga
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,"Action, Adventure",Manga
51367,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,"Action, Adventure",Manga
53273,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,"Action, Adventure",Manga
14467,K,"Action, Mystery",Original
43609,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,"Comedy, Romance, Ecchi",Manga
38993,Karakai Jouzu no Takagi-san 2 (Teasing Master Takagi-san 2),"Comedy, Romance",Manga
18679,Kill la Kill,"Action, Comedy, Fantasy, Ecchi",Original
22535,Kiseijuu: Sei no Kakuritsu (Parasyte: The Maxim),"Action, Horror, Sci-Fi, Suspense",Manga
9260,Kizumonogatari I: Tekketsu-hen,"Action, Mystery, Supernatural",Light novel
31757,Kizumonogatari II: Nekketsu-hen,"Action, Mystery, Supernatural",Light novel
31758,Kizumonogatari III: Reiketsu-hen,"Action, Mystery, Supernatural",Light novel
11887,Kokoro Connect,"Drama, Romance, Supernatural",Light novel
16001,Kokoro Connect: Michi Random (Kokoro Connect OVA),"Drama, Romance, Supernatural",Light novel
30831,Kono Subarashii Sekai ni Shukufuku wo!,"Adventure, Comedy, Fantasy",Light novel
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,"Adventure, Comedy, Fantasy",Light novel
4898,Kuroshitsuji (Black Butler),"Action, Mystery, Supernatural",Manga
33489,Little Witch Academia (TV) (Little Witch Academia),"Adventure, Comedy, Fantasy",Original
58125,Look Back,Drama,Manga
1430,Lupin III: Cagliostro no Shiro,"Action, Adventure, Award Winning, Comedy, Mystery",Manga
34599,Made in Abyss,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Manhwa
41084,Made in Abyss: Retsujitsu no Ougonkyou,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Manhwa
31741,Magi: Sinbad no Bouken (TV) (Magi: Adventure of Sinbad),"Action, Adventure, Fantasy",Manga
18115,Magi: The Kingdom of Magic,"Action, Adventure, Fantasy",Manga
14513,Magi: The Labyrinth of Magic,"Action, Adventure, Fantasy",Manga
51179,Mushoku Tensei II: Isekai Ittara Honki Dasu,"Adventure, Drama, Fantasy, Ecchi",Light novel
55818,Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,"Adventure, Drama, Fantasy, Ecchi",Light novel
55888,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,"Adventure, Drama, Fantasy, Ecchi",Light novel
39535,Mushoku Tensei: Isekai Ittara Honki Dasu,"Adventure, Drama, Fantasy, Ecchi",Light novel
45576,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,"Adventure, Drama, Fantasy, Ecchi",Light novel
41168,Nakitai Watashi wa Neko wo Kaburu (A Whisker Away),"Award Winning, Drama, Romance, Supernatural",Original
23755,Nanatsu no Taizai (The Seven Deadly Sins),"Action, Adventure, Fantasy",Manga
31722,Nanatsu no Taizai: Seisen no Shirushi,"Action, Adventure, Fantasy",Manga
20,Naruto,"Action, Adventure, Fantasy",Manga
1735,Naruto: Shippuuden (Naruto Shippuden),"Action, Adventure, Fantasy",Manga
597,Neko no Ongaeshi (The Cat Returns),"Adventure, Award Winning, Drama, Fantasy",Other
31953,New Game!,Comedy,Manga
34914,New Game!!,Comedy,Manga
51648,Nozomanu Fushi no Boukensha (The Unwanted Undead Adventurer),"Action, Adventure, Fantasy",Light novel
46102,Odd Taxi,"Award Winning, Drama, Mystery, Suspense",Original
51122,Ookami to Koushinryou: Merchant Meets the Wise Wolf,"Adventure, Drama, Romance, Supernatural",Light novel
29803,Overlord,"Action, Adventure, Fantasy",Light novel
59145,Ranma ½ (2024),"Action, Comedy, Romance, Ecchi",Manga
53213,Revenger,"Action, Drama, Mystery",Original
52865,Romantic Killer,"Comedy, Romance, Supernatural",Manga
33255,Saiki Kusuo no Ψ-nan (The Disastrous Life of Saiki K.),Comedy,Manga
34612,Saiki Kusuo no Ψ-nan 2 (The Disastrous Life of Saiki K. 2),Comedy,Manga
40542,Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,Comedy,Manga
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,Comedy,Manga
58939,Sakamoto Days,"Action, Comedy",Manga
13759,Sakura-sou no Pet na Kanojo (The Pet Girl of Sakurasou),"Drama, Romance",Light novel
44055,Sasaki to Miyano (Sasaki and Miyano),Boys Love,Manhwa
52482,Sasaki to Pii-chan (Sasaki and Peeps),"Adventure, Comedy, Fantasy",Light novel
41456,"Sentouin, Haken shimasu! (Combatants Will Be Dispatched!)","Action, Comedy, Fantasy",Light novel
25777,Shingeki no Kyojin Season 2 (Attack on Titan Season 2),"Action, Drama, Suspense",Manga
35760,Shingeki no Kyojin Season 3 (Attack on Titan Season 3),"Action, Drama, Suspense",Manga
40028,Shingeki no Kyojin: The Final Season,"Action, Drama, Suspense",Manga
51535,Shingeki no Kyojin: The Final Season - Kanketsu-hen,"Action, Drama, Suspense",Manga
48583,Shingeki no Kyojin: The Final Season Part 2,"Action, Drama, Suspense",Manga
30,Shinseiki Evangelion (Neon Genesis Evangelion),"Avant Garde, Award Winning, Drama, Sci-Fi, Suspense",Original
40480,Sound & Fury,Sci-Fi,Music
52991,Sousou no Frieren (Frieren: Beyond Journey's End),"Adventure, Drama, Fantasy",Manga
50602,Spy x Family Part 2,"Action, Comedy",Manga
53887,Spy x Family Season 2,"Action, Comedy",Manga
30484,Steins;Gate 0,"Drama, Sci-Fi, Suspense",Visual novel
60489,Takopii no Genzai (Takopi's Original Sin),"Drama, Sci-Fi",Manga
49891,Tensei shitara Ken deshita (Reincarnated as a Sword),"Action, Adventure, Fantasy",Light novel
39551,Tensei shitara Slime Datta Ken 2nd Season,"Action, Comedy, Fantasy",Manga
2236,Toki wo Kakeru Shoujo (The Girl Who Leapt Through Time),"Award Winning, Drama, Romance, Sci-Fi",Novel
50608,Tokyo Revengers: Seiya Kessen-hen,"Action, Drama",Manga
54918,Tokyo Revengers: Tenjiku-hen (Tokyo Revengers: Tenjiku Arc),"Action, Drama",Manga
52305,Tomo-chan wa Onnanoko! (Tomo-chan Is a Girl!),"Comedy, Romance",Manhwa
41389,Tonikaku Kawaii (Tonikawa: Over The Moon For You),"Comedy, Romance",Manga
41226,Uzaki-chan wa Asobitai! (Uzaki-chan Wants to Hang Out!),"Comedy, Romance",Manhwa
48580,Vanitas no Karte (The Case Study of Vanitas),"Action, Fantasy, Mystery",Manga
49114,Vanitas no Karte Part 2 (The Case Study of Vanitas Part 2),"Action, Fantasy, Mystery",Manga
37521,Vinland Saga,"Action, Adventure, Drama",Manga
49387,Vinland Saga Season 2,"Action, Adventure, Drama",Manga
46095,Vivy: Fluorite Eye's Song (Vivy -Fluorite Eye's Song-),"Action, Sci-Fi, Suspense",Original
41094,Xian Wang de Richang Shenghuo (The Daily Life of the Immortal King),"Adventure, Comedy, Fantasy",Light novel
39617,Yakusoku no Neverland 2nd Season (The Promised Neverland Season 2),"Mystery, Suspense",Manga
50346,Yofukashi no Uta (Call of the Night),"Romance, Supernatural",Manga
52034,[Oshi no Ko],"Award Winning, Drama",Manga
55791,[Oshi no Ko] 2nd Season ([Oshi No Ko] Season 2),Drama,Manga
41457,86 (86 Eighty-Six),"Drama, Sci-Fi",Light novel
24833,Ansatsu Kyoushitsu (Assassination Classroom),"Action, Comedy",Manga
30654,Ansatsu Kyoushitsu 2nd Season,"Action, Comedy",Manga
57181,Ao no Hako (Blue Box),"Romance, Sports",Manga
2156,Bakugan Battle Brawlers,"Action, Fantasy",Original
41467,Bleach: Sennen Kessen-hen (Bleach: Thousand-Year Blood War),"Action, Adventure, Supernatural",Manga
49596,Blue Lock,Sports,Manga
54865,Blue Lock vs. U-20 Japan (Blue Lock Season 2),Sports,Manga
46352,Blue Period,Drama,Manga
41587,Boku no Hero Academia 5th Season (My Hero Academia Season 5),Action,Manga
49918,Boku no Hero Academia 6th Season (My Hero Academia Season 6),Action,Manga
38699,Boku no Hero Academia the Movie 1: Futari no Hero Specials,Action,Manga
52578,Boku no Kokoro no Yabai Yatsu (The Dangers in My Heart),"Comedy, Romance",Manga
55690,Boku no Kokoro no Yabai Yatsu 2nd Season,"Comedy, Romance",Manga
57555,Chainsaw Man Movie: Reze-hen (Chainsaw Man – The Movie: Reze Arc),"Action, Fantasy",Manga
39175,Cider no You ni Kotoba ga Wakiagaru (Words Bubble Up Like Soda Pop),Romance,Original
59135,Class no Daikirai na Joshi to Kekkon suru Koto ni Natta.,"Comedy, Romance",Light novel
34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,"Action, Horror, Mystery, Suspense",Visual novel
32189,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery, Suspense",Visual novel
33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,"Action, Horror, Mystery, Suspense",Visual novel
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,"Horror, Mystery, Suspense",Visual novel
38668,Dorohedoro,"Action, Comedy, Fantasy, Horror",Manga
37520,Dororo,"Action, Adventure, Fantasy",Manga
36946,Dragon Ball Super: Broly,"Action, Adventure, Fantasy",Manga
48903,Dragon Ball Super: Super Hero,"Action, Adventure, Fantasy",Manga
813,Dragon Ball Z,"Action, Adventure, Comedy, Fantasy",Manga
51818,Enen no Shouboutai: San no Shou (Fire Force Season 3),"Action, Fantasy, Sci-Fi",Manga
2759,Evangelion Movie 1: Jo (Evangelion: 1.0 You Are (Not) Alone),"Award Winning, Drama, Sci-Fi, Suspense",Original
