id,nome,score,generos,tipo
17145,QP,7.50,"Action, Drama",Manga
951,Taiyou no Ijiwaru,7.49,"Drama, Slice of Life",Manga
3867,Harem☆Lodge,7.49,Romance,Manga
4590,Ouji Romantica,7.49,Romance,Manga
4633,Doubutsu no Oishasan,7.49,"Comedy, Slice of Life",Manga
4768,Bus Hashiru. (The Bus Takes You and Runs.),7.49,Romance,Manga
6028,"Naruto: Shiro no Douji, Keppu no Kijin",7.49,"Action, Adventure, Fantasy",Light Novel
10741,Heaven's Door,7.49,Drama,Manga
13188,Tonari no Atashi (To Be Next to You),7.49,"Drama, Romance",Manga
14931,Fuyu no Doubutsuen (A Zoo in Winter),7.49,"Drama, Slice of Life",Manga
15500,Sugiru Juunana no Haru,7.49,"Horror, Mystery",Manga
140330,Tonari no Oneesan ga Suki,7.49,"Comedy, Romance",Manga
142722,"""Dam"" in the Forest",7.49,"Mystery, Supernatural",Manhwa
147536,The Legendary Moonlight Sculptor,7.49,"Action, Adventure, Fantasy",Manhwa
149341,Here Comes the Silver Spoon!,7.49,"Fantasy, Romance",Manhwa
151303,Ore no Kokan wa Bishoujo Datta no ka,7.49,Comedy,Manga
152083,Crowning a Spoiled Prince,7.49,"Fantasy, Romance",Manhwa
152612,Returning With Absolutely Nothing,7.49,"Action, Fantasy",Manhwa
153399,Return of the War God,7.48,"Action, Fantasy",Manhwa
157677,Two Weeks and Counting,7.49,"Drama, Romance",Manhwa
159896,Kotaete My Drifter (Answer My Drifter),7.49,Boys Love,Manga
167767,Kurage no Uta,7.49,Drama,One-shot
168931,Ashita Ai Kamoshirenai (Love on the Horizon),7.49,Boys Love,Manga
185096,Uncanny Charm,7.49,"Boys Love, Supernatural",Manhwa
66645,Itsuka Tomodachi ja Nakunaru toshitemo,7.49,Boys Love,Manga
69533,Non Non Biyori Koushiki Anthology,7.49,"Comedy, Slice of Life",Manga
85993,Kani ni Sasowarete (An Invitation from a Crab),7.48,"Slice of Life, Supernatural",Manga
88442,Sesuji wo Pin! to: Shikakou Kyougi Dance-bu e Youkoso,7.49,"Drama, Sports",Manga
24522,"Sore wa Totsuzen, Unmei no Aite ga",7.49,"Comedy, Romance, Ecchi",Manga
27765,Blood and Steel,7.49,"Action, Adventure, Drama",Manhua
36135,Hanazakari no Kimitachi e: Special-hen,7.49,Romance,One-shot
39959,Senpai,7.49,"Boys Love, Drama",Manga
42069,Le Théâtre de A,7.49,"Comedy, Drama, Fantasy, Romance, Slice of Life, Supernatural",Manga
111598,Bloody Sweet,7.49,"Romance, Supernatural",Manhwa
117697,Yagate Kimi ni Naru: Koushiki Comic Anthology,7.49,Girls Love,Manga
118746,Flow,7.49,"Action, Drama, Supernatural",Manhwa
120510,Spider-Man: Itsuwari no Aka (Spider-Man: Fake Red),7.49,Action,Manga
122804,Spectral Wizard: Saikyou no Mahou wo Meguru Bouken,7.49,"Drama, Fantasy",Manga
124243,Jigoku Kurayami Hana mo Naki (Hell Is Dark with No Flowers),7.49,"Fantasy, Horror, Mystery",Manga
131180,Chikyuu Kiroku 0001,7.49,"Drama, Sci-Fi",One-shot
132078,Usotsuki Satsuki wa Shi ga Mieru,7.49,"Horror, Supernatural",Manga
134913,Genjitsu de Love Comedy Dekinai to Dare ga Kimeta?,7.49,"Comedy, Romance",Light Novel
89985,Shitayomi Danshi to Toukou Joshi,7.49,None,Light Novel
95165,Tsuki ga Kirei desu ne,7.49,"Fantasy, Girls Love, Romance",Manga
106466,Kenen.,7.49,Fantasy,Manga
93096,Bungo,7.48,Sports,Manga
102146,Dame na Watashi ni Koishite Kudasai Returns,7.48,"Comedy, Romance",Manga
106118,Tensei shitara Slime Datta Ken: Mamono no Kuni no Arukikata,7.48,Fantasy,Manga
165121,Boroboro no Elf-san wo Shiawase ni Suru Kusuriuri-san,7.48,"Drama, Fantasy, Romance",Manga
170160,The Housekeeper of the Dungeon,7.48,"Fantasy, Romance",Manhwa
171206,Muryoku Seijo to Munou Oujo: Maryoku Zero de Shoukan sareta Seijo no Isekai Kyuukokuki,7.48,"Fantasy, Girls Love",Manga
171481,Shibatsuki Bukken (Shiba Inu Rooms),7.48,"Comedy, Supernatural",Manga
173243,Momose Akira no Hatsukoi Hatanchuu. (Akira Failing in Love),7.48,"Comedy, Romance",Manga
178181,Nan Pei Xiang Yao Zhengjiu Yixia (I Want to Be a Big Baddie),7.48,"Boys Love, Fantasy",Manhua
183175,Osananananajimi (We're J-Just Childhood Friends),7.48,"Comedy, Romance",Manga
185458,Who's That Girl?,7.48,"Comedy, Drama, Romance",Manhwa
1440,Shirley,7.48,"Drama, Slice of Life",Manga
3176,Keyaki no Ki,7.48,Slice of Life,Manga
5794,Sad Love Song,7.48,"Drama, Romance",Manhwa
5931,Love Hina (Love Hina the Novel),7.48,"Comedy, Romance",Light Novel
7075,Karate Shoukoushi Kohinata Minoru,7.48,"Comedy, Romance, Sports",Manga
7632,Gyutto Shite Chuu,7.48,Romance,Manga
7989,Kinou Nani Tabeta? (What Did You Eat Yesterday?),7.48,"Award Winning, Gourmet, Slice of Life",Manga
8108,Castlevania: Curse of Darkness,7.48,"Action, Fantasy, Horror",Manga
8522,Kimi to Koi ni Ochiru Mahou de,7.48,"Comedy, Romance",Manga
10649,Teikoku Kyoudai,7.48,Fantasy,Manga
10960,Barajou no Kiss (Kiss of the Rose Princess),7.48,"Comedy, Drama, Fantasy, Mystery, Romance, Supernatural",Manga
11378,Fushigi na Shounen (Wonder Boy),7.48,"Drama, Mystery, Supernatural",Manga
12245,Fly-High!,7.48,"Action, Comedy, Romance",Manga
12395,Hajimete no Aku (My First Devil),7.48,"Comedy, Romance",Manga
14700,Real Clothes,7.48,"Award Winning, Drama, Romance",Manga
16032,Papa Told Me,7.48,"Award Winning, Slice of Life",Manga
16814,Hitler (Shigeru Mizuki's Hitler),7.48,None,Manga
16906,Dear Green,7.48,Romance,One-shot
17218,Sorairo Koiiro,7.48,"Comedy, Romance",Manga
138475,Ruri Dragon,7.48,"Comedy, Supernatural",One-shot
139468,Trauma Center: Golden Hour,7.48,Drama,Manhwa
140176,Ousama no Propose (King's Proposal),7.48,"Action, Fantasy, Romance",Light Novel
141252,Light Again,7.48,Sci-Fi,One-shot
145004,Meisou Senshi Nagata Kabi (My Wandering Warrior Existence),7.48,Slice of Life,Manga
151157,Reality Quest,7.48,"Action, Supernatural",Manhwa
152087,"Love Comedy Manga ni Haitteshimatta node, Oshi no Make Heroine wo Zenryoku de Shiawase ni Suru",7.48,Romance,Manga
152277,Muchuu ni Naru yo,7.48,Boys Love,Manga
153111,Oshi ni Amagami (Otaku Vampire's Love Bite),7.48,"Comedy, Fantasy, Romance",Manga
157378,Ane no Tomodachi (The Cutest Girl Closest to Me.),7.48,Romance,Manga
159958,Monogatari Series: Family Season,7.48,"Comedy, Mystery, Supernatural",Light Novel
113294,Blue! Blue! Blue!,7.48,"Boys Love, Drama",Manga
113938,Mijuku na Futari de Gozaimasu ga (We're New at This),7.48,"Comedy, Romance, Ecchi",Manga
115800,Tokyo Ghoul:re: Quest,7.48,"Action, Fantasy, Horror",Light Novel
116702,Blue Hearts,7.48,"Comedy, Drama, Romance, Slice of Life",Manga
118575,Who Invited You?,7.48,"Comedy, Drama, Romance",Manhwa
123065,Ninkyou Tensei: Isekai no Yakuza Hime (Yakuza Reincarnation),7.48,"Action, Adventure, Fantasy",Manga
127699,Secret Alliance,7.48,"Drama, Romance",Manhwa
130370,Nanami Minami wa Kagayakitai: Jaku-Chara Tomozaki-kun Gaiden,7.48,"Comedy, Drama, Romance",Manga
79377,Yuusha Gojo Kumiai Kouryuugata Keijiban,7.48,"Adventure, Comedy, Fantasy",Manga
20567,Kyoukotsu no Yume,7.48,"Horror, Mystery, Suspense",Manga
22115,A-bout!,7.48,"Action, Comedy",Manga
26006,Kingdom Hearts: Birth by Sleep,7.48,"Action, Adventure, Fantasy",Light Novel
26706,Umineko no Naku Koro ni Tsubasa,7.48,"Drama, Fantasy, Mystery, Supernatural",Manga
28897,Steins;Gate: Shijou Saikyou no Slight Fever,7.48,"Adventure, Sci-Fi",Manga
40053,Sword Art☆Online.,7.48,"Comedy, Fantasy, Sci-Fi",Manga
18143,Kidou Senshi Gundam: Giren Ansatsu Keikaku,7.47,Sci-Fi,Manga
19713,Warui Koto Bakkashite Gomennasai (Sorry For Doing Naughty Deeds),7.47,"Boys Love, Comedy",Manga
21132,Etsusa Oohashi Series,7.47,"Action, Supernatural",Light Novel
21618,Samurai High School,7.47,"Comedy, Fantasy, Supernatural",Manga
26404,Seishun Forget!,7.47,"Comedy, Romance",Manga
26657,Tobaku Haouden Zero: Gyanki-hen,7.47,Drama,Manga
27679,Necromancer,7.47,"Horror, Supernatural",Manga
28567,Reimei no Arcana: Hajimari no Toki,7.47,"Fantasy, Romance",Light Novel
37405,Sword Art Online: Material Edition,7.47,"Action, Adventure, Fantasy, Romance",Light Novel
43415,Himegoto: Juukyuusai no Seifuku,7.47,"Drama, Romance",Manga
44761,Itou Junji Kyoufu Manga Collection: Ijimekko,7.47,"Drama, Horror, Supernatural, Suspense",Manga
46848,Keyman: The Hand of Judgement,7.47,"Action, Mystery, Sci-Fi",Manga
619,Uwasa no Midori-kun!!,7.47,"Drama, Romance, Sports",Manga
824,Night of the Beasts,7.47,"Action, Adventure, Drama, Mystery, Romance, Supernatural",Manga
1244,Mousou Shoujo Otaku-kei (Fujoshi Rumi),7.47,"Comedy, Romance, Ecchi",Manga
1350,Stigma,7.47,"Action, Drama, Mystery, Sci-Fi",Manga
1373,Nijigahara Holograph,7.47,Drama,Manga
1775,Good Morning Kiss,7.47,Romance,Manga
3719,Help!!,7.47,"Drama, Romance",Manga
8756,Shin Koutarou Makaritooru! Juudou-hen,7.47,"Action, Ecchi",Manga
9222,Heart,7.47,"Comedy, Drama, Romance",Manga
10811,Nakizakura Kitan,7.47,"Drama, Fantasy, Romance, Supernatural",Manga
11614,Gekkou Jourei,7.47,"Action, Comedy, Fantasy",Manga
12751,Egaku Nara Happy Ending,7.47,Romance,Manga
13292,Replica,7.47,Action,Manga
16330,Worst Gaiden,7.47,None,Manga
16794,L♥DK,7.47,"Comedy, Drama, Romance",Manga
90993,Okitegami Kyouko no Bibouroku (The Memorandum of Kyoko Okitegami),7.47,Mystery,Manga
92743,Samishigariya no Love Letter,7.47,"Boys Love, Sci-Fi",Manga
93640,Hatsukoi Zombie,7.47,"Comedy, Supernatural, Ecchi",Manga
99622,Louvre no Neko (Cats of the Louvre),7.47,None,Manga
101711,Mousou Telepathy,7.47,"Comedy, Romance",Manga
102811,Kobayashi-san Chi no Maid Dragon: Kanna no Nichijou,7.47,"Comedy, Fantasy, Slice of Life",Manga
102997,"Saotome Senshu, Hitakakusu",7.47,"Comedy, Romance, Sports",Manga
103280,Xun Zhao Qian Shi Zhi Lu,7.47,"Adventure, Romance, Supernatural",Manhua
104446,Majo to Kiketsu no Kishi (A Witch & the Knight of noble blood),7.47,"Drama, Romance, Supernatural",Manga
108666,Anata to Taberu Shiawase wo: Maki to Hanazawa,7.47,"Boys Love, Slice of Life",Manga
168970,The Reincarnated King of Fists,7.47,"Action, Fantasy",Manhwa
171093,"Moto Konyakusha kara Nigeru Tame Kyuuketsu Hakushaku ni Koibito no Furi wo Onegaishitara, Nazeka Dekiai Mode ni Narimashita",7.47,"Fantasy, Romance",Manga
171671,The Students of Illip Arts High,7.47,Drama,Manhwa
172522,Boku no Kanojo wa Dekkawaii (My Girlfriend Is Big & Cute!),7.47,"Comedy, Romance",Manga
173875,"Akuyaku Reijou no Kyouji: Konyakusha wo Ubaitotte Gishi wo Oidashita Watashi wa, Douyara Ima kara Hametsu suru you desu.",7.47,"Drama, Fantasy",Manga
175995,Minasoko,7.47,Sports,Manga
176223,The Sichuan Tang Clan's Entomologist,7.47,"Action, Fantasy",Manhwa
179987,Choueki Isshun (Trapped in an Instant),7.47,"Drama, Supernatural",One-shot
57185,Kyou no Cerberus (Today's Cerberus),7.47,"Comedy, Romance, Supernatural",Manga
57711,"Semete, Ano Yuki no You ni",7.47,"Drama, Romance",Doujinshi
57723,"Yoake ni Furu,",7.47,Boys Love,Manga
59231,Magi: Sinbad no Bouken - Prototype,7.47,"Action, Adventure, Fantasy",Manga
61403,Shirogane no Nina (Silver Nina),7.47,"Comedy, Drama, Slice of Life",Manga
63169,"Kantai Collection 4-koma Comic: Fubuki, Ganbarimasu!",7.47,Comedy,Manga
73457,Bread & Butter,7.47,Romance,Manga
143287,Kedamono Arashi: Hold Me Baby! (Beast's Storm: Hold Me Baby!),7.47,"Boys Love, Fantasy, Slice of Life",Manga
143512,Henyoku no Drops (Drops of One Wing),7.47,"Romance, Sci-Fi",Manga
143958,Omega no Mukotori,7.47,"Boys Love, Drama",Manga
146586,Yuutousei wa Unmei no Akaiito ni Sakaraitai,7.47,Boys Love,Manga
147659,My Secretly Hot Husband,7.47,"Fantasy, Romance",Manhwa
148415,The Novel's Extra: Cube Arc,7.47,"Action, Fantasy",Novel
148454,The Grand Mudang Saga,7.47,"Action, Fantasy",Manhwa
149638,Angel Buddy,7.47,"Boys Love, Supernatural",Manhwa
151578,Tabun Korekara Ai no Hibi (Love Is Probably Around the Corner),7.47,Boys Love,Manga
155240,"Suizou ga Kowaretara, Sukoshi Ikiyasuku Narimashita.",7.47,Slice of Life,Manga
110036,Majo no Kaigashuu,7.47,"Fantasy, Supernatural",Manga
116653,Bakemono to Kedamono (Monster and the Beast),7.47,"Boys Love, Fantasy",Manga
118862,Kanojo ni Naritai Kimi to Boku (I Wanna Be Your Girl),7.47,"Drama, Romance",Manga
119687,Katabami to Ougon,7.47,Drama,Manga
125355,Asahina Wakaba to ○○ na Kareshi,7.47,"Comedy, Drama, Romance",Manga
126099,Suicide Girl,7.47,"Action, Horror, Supernatural",Manga
128452,The Love Doctor,7.47,Girls Love,Manhwa
130498,"Doumo, Suki na Hito ni Horegusuri wo Irai sareta Majo desu.",7.47,"Fantasy, Romance",Manga
133053,Kimetsu no Yaiba: Kaze no Michishirube,7.47,"Action, Fantasy",Light Novel
136359,Tsukanoma no Ichika (A Brief Moment of Ichika),7.47,"Drama, Romance",Manga
109886,Chihayafuru: Chuugakusei-hen,7.46,Drama,Manga
118912,Tong: Vanity,7.46,"Action, Drama",Manhwa
121118,Kimetsu no Yaiba: Shiawase no Hana,7.46,"Action, Fantasy",Light Novel
122263,Shiawase wo Anata ni (A Happiness For You),7.46,Drama,Manga
128471,Sekai wa Owattemo Ikiru tte Tanoshii,7.46,"Adventure, Fantasy, Slice of Life",Manga
129280,Neko to Kiss (A Kiss with a Cat),7.46,"Comedy, Romance, Supernatural",Manga
131501,Noraneko to Ookami (Stray Cat & Wolf),7.46,Romance,Manga
133274,SK∞: Chill Out!,7.46,"Comedy, Sports",Manga
99489,Toki,7.46,Slice of Life,Manga
99945,Boku ga Watashi ni Naru Tame ni (My Journey to Her),7.46,None,Manga
17927,Survival,7.46,Drama,Manga
19109,Pink Lady,7.46,"Romance, Slice of Life",Manhwa
33223,Aka ya Akashi ya Ayakashi no,7.46,"Fantasy, Supernatural",Manga
34329,Tsuki no Sango,7.46,"Drama, Sci-Fi",Light Novel
34793,Joshikouhei,7.46,"Action, Sci-Fi",Manga
41709,Yuureitou,7.46,"Drama, Horror, Mystery, Romance",Manga
51399,Asagao to Kase-san. dj - Chocolate to Kase-san.,7.46,"Girls Love, Romance",Doujinshi
51709,ReCollection,7.46,"Fantasy, Mystery",Manga
410,Kagetora,7.46,"Action, Comedy, Romance",Manga
421,Pastel,7.46,"Comedy, Romance, Slice of Life, Ecchi",Manga
431,Densha Otoko: Bijo to Junjou Otaku Seinen no Net-Hatsu Love Story,7.46,Romance,Manga
1326,Ou-sama no Shichiya,7.46,Romance,Manga
2561,Zelda no Densetsu: Yottsu no Tsurugi+,7.46,"Action, Adventure, Fantasy",Manga
3140,Five,7.46,"Action, Drama, Romance",Manga
3980,Plants Doll (Dolls),7.46,"Drama, Horror",Manga
5733,Shin Lupin III (Lupin III: World's Most Wanted),7.46,"Action, Comedy, Mystery",Manga
6758,Zelda no Densetsu: Kaze no Tact - Link no 4-koma Koukaiki,7.46,"Adventure, Comedy, Fantasy",Manga
7166,Soil,7.46,"Mystery, Supernatural",Manga
8726,Kigi no Yukue,7.46,"Drama, Romance",Manga
9643,"Bokura ni Matsuwaru etc. (You and Me, Etc.)",7.46,Boys Love,Manga
9777,Coelacanth,7.46,Mystery,Manga
10207,Qi Shi Gong Zhu (Knight Princess),7.46,"Fantasy, Romance",Manhua
11434,Jisatsutou,7.46,"Drama, Mystery",Manga
12187,He Loves You,7.46,"Comedy, Romance",Manga
14281,Hana no Keiji: Kumo no Kanata ni,7.46,"Action, Adventure",Manga
16283,Sougiya Riddle,7.46,"Comedy, Supernatural",Manga
16310,Sengoku Danshi Hana no Ran,7.46,Romance,Manga
16715,Nageku Shinigami,7.46,"Fantasy, Romance",One-shot
141211,Minato Shouji Coin Laundry (Minato's Laundromat),7.46,"Boys Love, Comedy, Slice of Life",Manga
142085,Soara to Mamono no Ie (Soara and the House of Monsters),7.46,"Action, Adventure, Fantasy",Manga
147589,Daily JoJo,7.46,Slice of Life,Manhwa
147693,The Archmage Returns After 4000 Years,7.46,"Action, Adventure, Fantasy",Manhwa
149498,Long Period,7.46,"Boys Love, Slice of Life",Manga
152694,Aioi Wakaba to Ita Hitotsuki ni Tsuite,7.46,"Romance, Supernatural",One-shot
152929,"Kono Koi, Chaban ni Tsuki!? (Matcha Made in Heaven)",7.46,Romance,Manga
155983,Bu Keai de TA (She May Not Be Cute),7.46,Romance,Manhua
156714,I Became a Doting Father,7.46,Slice of Life,Manhwa
160056,Mahoutsukai to Aka no Pilgrim (Wizard and Red Pilgrim),7.46,"Adventure, Fantasy",Manga
160690,Blue Flame,7.46,Drama,Manhwa
160983,Kanojo to Kare no Kankei: Heibon na Hayakawa-san to Heibon na Miura-kun no Hibon na Kankei,7.46,Romance,Manga
162079,Baki Rahen,7.46,Action,Manga
168746,Tameshi ni Command Ittemita (Tried Saying a Command),7.46,Boys Love,Manga
56519,Shibito no Koe wo Kiku ga Yoi (You Will Hear the Voice of the Dead),7.46,"Horror, Mystery, Supernatural",Manga
64737,Captain Tsubasa: Rising Sun,7.46,Sports,Manga
70251,Koi no Kamisama,7.46,"Action, Adventure, Comedy, Fantasy, Romance, Sci-Fi, Slice of Life",Manga
72821,Sankarea: All Night Rea Long,7.46,"Comedy, Romance, Supernatural",Light Novel
76821,Yuugure Light,7.46,Romance,Manga
82041,Magi no Okurimono (The Gift of the Magi),7.46,"Romance, Supernatural",Manga
88481,Grisaia no Meikyuu: Sanctuary Fellows,7.46,Drama,Manga
88590,Nigeru wa Haji daga Yaku ni Tatsu (The Full-Time Wife Escapist),7.46,"Award Winning, Romance",Manga
55361,Marine Corps Yumi,7.45,Comedy,Manga
73531,"Totsuzen desu ga, Ashita Kekkon Shimasu",7.45,"Drama, Romance, Slice of Life",Manga
83577,Trace 1.5: Communicator,7.45,"Action, Fantasy",Manhwa
86757,Shokugeki no Souma: L'étoile,7.45,Gourmet,Manga
87195,"Nanatsu no Taizai: Bangai-henshuu ""Genzai""",7.45,"Action, Adventure, Fantasy",Manga
19620,"Sono Kuchibiru, Itadakimasu",7.45,Comedy,Manga
23384,Tokyo Rock Shounen,7.45,"Comedy, Romance",Manga
23463,Otome no Teikoku,7.45,"Girls Love, Slice of Life, Ecchi",Manga
25530,Ayakashi Hisen,7.45,"Drama, Romance, Supernatural",Manga
25944,Suashi no Meteorite,7.45,"Action, Comedy, Supernatural",Manga
26965,Sekai no Hate (The End of the World),7.45,Romance,Manga
33389,Shaman King Zero (Shaman King: Zero),7.45,"Comedy, Drama, Supernatural",Manga
39139,Apocalypse no Toride (Fort of Apocalypse),7.45,"Action, Horror, Mystery, Sci-Fi",Manga
39731,Pochama ni,7.45,Romance,Manga
110236,Meido no Koi wa Enma Shidai!,7.45,"Fantasy, Romance",Manga
114086,Yakusoku no Neverland: Norman kara no Tegami,7.45,"Horror, Mystery, Sci-Fi",Light Novel
115727,Batuque,7.45,"Action, Drama",Manga
117738,Ibitsu na Bokura no Katachi,7.46,"Boys Love, Slice of Life",Manga
118149,Yuugai Muzai Gangu (Toys Harmful But Unprohibited),7.45,"Avant Garde, Sci-Fi, Slice of Life, Supernatural",Manga
118788,Lessa,7.45,"Action, Supernatural",Manhwa
120670,Tensei shitara Slime Datta Ken Ibun: Makokugurashi no Trinity,7.45,"Adventure, Fantasy",Manga
121008,Jukkakukan no Satsujin (The Decagon House Murders),7.45,"Mystery, Suspense",Manga
128677,Cthulhu no Yobigoe: Lovecraft Kessakushuu,7.45,"Horror, Mystery, Supernatural",Manga
129390,86: Operation High School (86: Eighty Six - Operation High School),7.45,Slice of Life,Manga
131494,Kaishin no Ichigeki!,7.45,Romance,Manga
133652,Futsutsuka na Akujo dewa Gozaimasu ga: Suuguu Chouso Torikae Den,7.45,"Fantasy, Romance",Manga
93689,Hibiki: Shousetsuka ni Naru Houhou,7.45,"Award Winning, Slice of Life",Manga
103162,Akarui Kioku Soushitsu (Cheerful Amnesia),7.45,"Comedy, Girls Love",Manga
103489,Issak,7.45,Action,Manga
104373,Bouncer (Bouncer: Tokyo Fist),7.45,"Action, Drama",Manga
105722,ChäoS;Child: Children's Collapse,7.45,"Mystery, Sci-Fi, Supernatural",Manga
105875,Okuru Kotoba,7.45,"Mystery, Supernatural",Manga
165308,Koutsugou Semi-Friend (Convenient Semi-Friend),7.45,"Comedy, Girls Love",Manga
168656,Tensei Akuma no Saikyou Yuusha Ikusei Keikaku,7.45,"Adventure, Fantasy",Manga
184879,Love Tractor,7.45,Boys Love,Manhwa
627,B.O.D.Y.,7.45,"Drama, Romance",Manga
823,"Kuro no Taiyou, Gin no Tsuki (Black Sun Silver Moon)",7.45,"Mystery, Supernatural",Manga
1341,Charisma Doll,7.45,Romance,Manga
1409,Biomega,7.45,"Action, Horror, Sci-Fi",Manga
1784,Kuchibiru Tameiki Sakurairo,7.45,"Drama, Girls Love",Manga
1866,Full House Kiss,7.45,"Comedy, Romance",Manga
1897,Purikyuu,7.45,"Comedy, Romance, Sports",Manga
3321,Kabu no Isaki,7.45,"Adventure, Sci-Fi, Slice of Life",Manga
3368,Zippy Ziggy,7.45,Comedy,Manhwa
4145,Hayate x Blade,7.45,"Action, Comedy, Girls Love",Manga
4594,Notes.,7.45,"Fantasy, Supernatural",Light Novel
5090,Dear Friends: Rina & Maki,7.45,"Drama, Slice of Life",Manga
5204,Kidou Senshi Crossbone Gundam: Koutetsu no 7-nin,7.45,"Action, Sci-Fi",Manga
5272,Hadashi de Bara wo Fume (Stepping on Roses),7.45,"Drama, Romance",Manga
6100,Yasashii Ryuu no Koroshikata,7.45,"Action, Adventure, Boys Love, Fantasy, Romance",Manga
12843,Hi Izuru Tokoro no Tenshi,7.45,"Action, Award Winning, Drama, Mystery, Romance, Supernatural",Manga
13163,Aozora no Sunda Iro wa (The Color of the Clear Blue Sky),7.45,"Boys Love, Romance",Manga
13194,Boyfriend,7.45,"Drama, Romance",Manga
15538,Sengoku Basara 2 (Sengoku Basara: Samurai Legends),7.45,Action,Manga
17348,Wa!,7.45,Comedy,Manga
138079,Genshin Comic Anthology,7.45,"Comedy, Fantasy",Manga
147115,Mad Dog,7.45,"Boys Love, Drama",Manhwa
147129,Flawed Almighty,7.45,"Drama, Supernatural",Manhwa
147397,Nano List,7.45,"Drama, Sci-Fi",Manhwa
147444,Your Smile is a Trap,7.45,"Comedy, Romance",Manhwa
150192,My Cute Beast!,7.45,"Comedy, Romance",Manhwa
150485,Oniichan wa Oshimai! Koushiki Anthology Comic,7.45,Comedy,Manga
150498,Zomgan,7.45,Action,Manhwa
154596,Kedamono Arashi: Love Me Baby!,7.45,"Boys Love, Fantasy, Slice of Life",Manga
156450,Baby Tyrant,7.45,Fantasy,Manhwa
156577,"Risou no Seijo? Zannen, Nise Seijo deshita! Kuso of the Year to Yobareta Akuyaku ni Tensei shitan da ga",7.45,"Comedy, Fantasy",Light Novel
160794,Yumenashi-sensei no Shinro Shidou,7.45,Drama,Manga
161442,Reincarnation of the Veteran Soldier,7.45,"Action, Fantasy",Manhwa
139100,Toaru Majutsu no Index Gaiden: Toaru Kagaku no Mental Out,7.44,Sci-Fi,Manga
139166,Non Non Biyori: Remember,7.44,Slice of Life,Manga
146752,Study Group,7.44,Action,Manhwa
148133,Tora wa Ryuu wo Mada Tabenai. (The Tiger Won't Eat the Dragon Yet),7.44,Fantasy,Manga
148733,My Boss's Special Request,7.44,Romance,Manhwa
150374,Kowareta Bokura no Senryaku Renai,7.44,Romance,One-shot
154066,I Will Fall With the Emperor,7.44,"Fantasy, Romance",Manhwa
155726,I'm Not That Kind of Talent,7.44,"Action, Fantasy",Manhwa
157579,The Golden Forest,7.44,"Fantasy, Romance",Manhwa
158654,Ao to Midori,7.44,Boys Love,Manga
159904,Cleric of Decay,7.44,"Action, Fantasy",Manhwa
160276,Monster and Ghost,7.44,"Boys Love, Supernatural",Manga
163630,"Kuso Onna ni Sachi Are (Hope You're Happy, Lemon)",7.44,"Comedy, Romance",Manga
111244,Hosaka-sensei no Ai no Muchi,7.44,"Comedy, Romance",Manga
114568,Ride-On King (The Ride-On King),7.44,"Action, Comedy, Fantasy",Manga
115799,Torso no Bokura (Our Torsos Align: Human x Monster Love),7.44,"Drama, Fantasy, Romance, Sci-Fi, Supernatural",Manga
118102,Fuzoroi no Renri (Assorted Entanglements),7.44,"Girls Love, Slice of Life",Manga
118907,Dokgo 2,7.44,"Action, Drama",Manhwa
118909,Tong,7.44,"Action, Drama",Manhwa
118911,Tong: Classified,7.44,"Action, Drama",Manhwa
121083,Ookami wa Nemuranai (The Wolf Never Sleeps),7.44,"Action, Adventure, Fantasy",Manga
124002,Mizu wa Umi ni Mukatte Nagareru,7.44,"Romance, Slice of Life",Manga
127084,Cuprum no Hanayome (The Coppersmith's Bride),7.44,"Comedy, Romance",Manga
130326,Bungou Stray Dogs Koushiki Anthology: Rin,7.44,"Action, Comedy, Slice of Life, Supernatural",Manga
131253,Warui ga Watashi wa Yuri ja Nai,7.44,"Comedy, Girls Love",Manga
135138,Subarashii Kisetsu ni Yasashii Kimi to,7.44,Boys Love,Manga
56549,Love Riron (Love Theory),7.44,"Comedy, Romance, Supernatural, Ecchi",Manga
57359,Futari no Renai Shoka,7.44,"Romance, Slice of Life",Manga
58211,Zai x 10,7.44,Comedy,Manga
70983,Tokyo Tarareba Musume (Tokyo Tarareba Girls),7.44,"Comedy, Romance",Manga
71725,Okobore Hime to Entaku no Kishi,7.44,"Fantasy, Romance",Manga
76083,Ojojojo,7.44,"Comedy, Romance, Slice of Life",Manga
76409,Ousama ni Sasagu Kusuriyubi (The Third Finger offered to a King),7.44,"Comedy, Romance",Manga
77221,Rojiura Brothers (The Brothers of Backstreet),7.44,"Action, Comedy, Fantasy",Manga
22099,Hanazakari no Kimitachi e: Tribute,7.44,"Comedy, Drama, Romance",Manga
22870,Six Half,7.44,"Drama, Romance",Manga
24037,Tokyo Ravens,7.44,"Fantasy, Romance",Manga
27965,Steins;Gate: Hiyoku Renri no Sweets Honey,7.44,"Adventure, Sci-Fi",Manga
33511,Papa to Mama Hajimemashita.,7.44,"Comedy, Romance",Manga
37489,Junjou Drop,7.44,"Comedy, Romance",Manga
39453,Hana no Saku Koro,7.44,"Boys Love, Drama, Supernatural",Manga
43789,Houkago x Ponytail,7.44,"Comedy, Romance",Manga
47575,Hajimete wo Anata to,7.44,Romance,Manga
250,Flower of Life,7.44,"Comedy, Slice of Life",Manga
417,Modotte! Mamotte! Lollipop,7.44,Fantasy,Manga
542,Tennen Pearl Pink (Pearl Pink),7.44,"Comedy, Romance",Manga
