id,nome,score,generos,tipo
10169,Maou: Juvenile Remix (Maoh: Juvenile Remix),7.68,"Action, Drama, Horror, Mystery, Sci-Fi, Supernatural",Manga
10908,Ten no Ryuu Chi no Sakura,7.68,"Fantasy, Romance",Manga
12837,Crazy Girl Shin Bia-Ah,7.68,"Comedy, Drama, Romance, Supernatural",Manhwa
13382,No Color,7.68,"Boys Love, Comedy, Romance",Manga
13564,Sukima-Shiki,7.68,"Drama, Romance",Manga
14268,Fukuyadou Honpo,7.68,Drama,Manga
14582,Gamaran,7.68,Action,Manga
16567,Superior Cross,7.68,"Action, Adventure, Drama, Fantasy, Romance",Manga
17644,1 Litre no Namida,7.68,Drama,Manga
109890,You to Bakemono ni Naru Chichi ga Tsurai,7.68,Drama,Manga
114945,Aozora to Kumorizora,7.68,"Drama, Romance, Supernatural",Manga
117927,Bakemono Yawazukushi (Phantom Tales of the Night),7.68,"Drama, Fantasy, Horror",Manga
118508,What's Wrong with Secretary Kim?,7.68,"Comedy, Romance",Manhwa
132589,Kataude no Amy,7.68,Drama,One-shot
141905,"Makki Gan demo Genki desu: 38-sai Eromangaka, Daichou Gan ni Naru",7.68,Drama,Manga
146827,The Lazy Lord Masters the Sword,7.68,"Action, Fantasy",Manhwa
149880,Absolute Sword Sense,7.68,"Action, Fantasy",Manhwa
150058,Ke Zai Meiyan Jian (Engraved on My Heart),7.68,"Boys Love, Drama",Manhua
151805,Castle,7.68,Action,Manhwa
152452,Sasaki to Miyano (Sasaki and Miyano),7.68,"Boys Love, Slice of Life",Light Novel
154720,Hana Monogatari,7.68,"Drama, Girls Love",Manga
154851,Serena,7.68,"Drama, Romance",Manhwa
54925,Diamond Dust,7.68,"Drama, Romance",Manhwa
58509,"Tabi ni Deyou, Horobiyuku Sekai no Hate made",7.68,"Adventure, Fantasy",Light Novel
74339,Tsubasa: WoRLD CHRoNiCLE - Niraikanai-hen,7.68,"Action, Adventure, Drama, Fantasy",Manga
76813,Chichi to Ko (Father and Son),7.68,"Comedy, Slice of Life",Manga
88588,Shigatsu wa Kimi no Uso: Coda,7.68,Slice of Life,Manga
73013,Koudai-ke no Hitobito,7.67,"Comedy, Romance",Manga
75333,Murasakiiro no Qualia (Qualia the Purple),7.67,"Fantasy, Mystery, Sci-Fi",Light Novel
76141,Love Revolution,7.67,"Comedy, Romance",Manhwa
85901,Suijin no Hanayome (The Water Dragon's Bride),7.67,"Drama, Fantasy, Romance, Supernatural",Manga
90153,Fushigi no Kuni no Bird,7.67,Slice of Life,Manga
94175,Boukyaku Tantei Series,7.67,Mystery,Light Novel
96046,Kawaii Hito,7.67,Romance,Manga
98176,Boku no Hero Academia: Yuuei Hakusho,7.67,Action,Light Novel
102458,Neko no Otera no Chion-san,7.67,Slice of Life,Manga
103909,Yukidoke no Koi,7.67,"Boys Love, Romance",Manga
104897,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka: Familia Chronicle - Episode Ryuu,7.67,"Action, Fantasy",Manga
106190,Hoankan Evans no Uso: Dead or Love,7.67,"Action, Comedy, Romance",Manga
20315,Piece,7.67,"Award Winning, Drama, Mystery, Romance",Manga
23052,AKB49: Renai Kinshi Jourei,7.67,"Drama, Romance",Manga
24619,Rakuin no Monshou,7.67,"Action, Fantasy",Light Novel
27047,Ikumen☆After,7.67,"Boys Love, Comedy, Slice of Life",Manga
35673,Nickelodeon,7.67,"Comedy, Drama, Horror, Mystery, Romance, Supernatural",Manga
42331,Sherlock,7.67,Mystery,Manga
44767,Itou Junji Kyoufu Manga Collection 15: Shibito no Koiwazurai,7.67,"Drama, Horror, Supernatural, Suspense",Manga
169067,Centuria,7.67,"Action, Adventure, Drama, Fantasy",Manga
185664,Fighting Girls,7.67,"Drama, Sports",One-shot
139682,Ao Ashi: Brotherfoot,7.67,Sports,Manga
146751,Shotgun Boy,7.67,"Action, Horror, Suspense",Manhwa
147053,Jungle Juice,7.67,"Action, Fantasy",Manhwa
150884,Genkai OL-san wa Akuyaku Reijou-sama ni Tsukaetai,7.67,"Fantasy, Girls Love",Manga
152136,I Stole the First Ranker's Soul,7.67,"Action, Fantasy",Manhwa
152806,Ryuu to Chameleon (Dragon and Chameleon),7.67,None,Manga
159610,Isekai Samurai,7.67,"Action, Fantasy",Manga
551,The Tarot Café,7.67,"Boys Love, Comedy, Drama, Fantasy, Horror, Mystery, Romance, Supernatural",Manhwa
1121,Unbalance x2,7.67,"Drama, Romance, Ecchi",Manhwa
1904,Salad Days,7.67,"Drama, Romance, Slice of Life",Manga
5401,Ayako,7.67,Drama,Manga
9429,Touhou Bougetsushou: Tsuki no Inaba to Chijou no Inaba,7.67,"Comedy, Fantasy",Manga
10149,Shounen Dolls,7.67,Fantasy,Manga
10968,Mou Hitotsu no Monster: The Investigative Report,7.67,None,Light Novel
11701,Shut Hell,7.67,"Action, Award Winning, Drama",Manga
14499,Torikagosou no Kyou mo Nemutai Juunin-tachi,7.67,"Romance, Slice of Life",Manga
16019,Sekitou Elegy,7.67,"Comedy, Drama, Romance, Slice of Life",Manga
16692,Suiiki,7.67,"Drama, Fantasy",Manga
113069,Hinadori wa Shiokaze ni Madoromu,7.67,"Boys Love, Drama, Slice of Life",Manga
115670,Kimi ga Bokura wo Akuma to Yonda Koro,7.67,"Drama, Suspense",Manga
117080,Sensei wa Koi wo Oshierarenai (The Teacher Can Not Tell Me Love),7.67,"Comedy, Romance, Slice of Life",Manga
118641,Gannibal,7.67,"Horror, Suspense",Manga
120793,The Makeup Remover,7.67,"Comedy, Romance",Manhwa
130380,Jikyuu 300-en no Shinigami,7.67,"Drama, Supernatural",Manga
131706,Kimetsu no Yaiba Gaiden,7.67,"Action, Fantasy",Manga
135525,Kimi no Sumire (Kimi no Sumire: Your Spring Flower),7.67,Boys Love,Manga
114065,Futari no Lion (The Two Lions),7.66,"Boys Love, Slice of Life",Manga
121796,Kimi wa Natsu no Naka dj - Akane no Koro (Evening Glow),7.66,Boys Love,Doujinshi
122672,Ikemen Girl to Hakoiri Musume (Handsome Girl and Sheltered Girl),7.66,"Comedy, Girls Love",Manga
130171,Tokyo Higoro (Tokyo These Days),7.66,Drama,Manga
35691,Slow Starter,7.66,"Boys Love, Slice of Life",Manga
57065,Haken no Kouki Altina (Altina the Sword Princess),7.66,"Action, Adventure, Fantasy",Light Novel
65473,Shishunki Bitter Change,7.66,"Drama, Romance",Manga
69371,Psycho-Pass,7.66,"Action, Sci-Fi",Light Novel
71309,Rain Gaiden: Vampire Master,7.66,"Action, Drama, Fantasy",Manga
89265,Classi9,7.66,Comedy,Manga
93604,Hirunaka no Ryuusei Bangai-hen,7.66,Romance,Manga
100249,Hatsukoi,7.66,Boys Love,Manga
103078,Nanatsu no Taizai: Seven Days - Touzoku to Seishoujo,7.66,Fantasy,Manga
103856,Living no Matsunaga-san (Living-Room Matsunaga-san),7.66,Romance,Manga
107318,"Yuusha Shoukan ni Makikomareta kedo, Isekai wa Heiwa deshita",7.66,Fantasy,Light Novel
108026,New Danganronpa V3: Minna no Koroshiai Shingakki Comic Anthology,7.66,"Comedy, Drama, Mystery",Manga
71,Zettai Kareshi. (Absolute Boyfriend),7.66,"Comedy, Drama, Romance, Sci-Fi",Manga
298,DOLL: IC in a Doll (DOLL),7.66,"Drama, Sci-Fi",Manga
536,Gensou Suikoden III: Unmei no Keishousha,7.66,"Action, Adventure, Fantasy",Manga
786,Joou-sama no Inu (Her Majesty's Dog),7.66,"Comedy, Horror, Romance, Supernatural",Manga
1022,Eroica yori Ai wo Komete (From Eroica with Love),7.66,"Action, Boys Love, Comedy, Mystery",Manga
1131,Freesia,7.66,"Action, Drama",Manga
1332,Swan,7.66,"Drama, Romance",Manga
2149,Arakure (Wild Ones),7.66,"Comedy, Romance",Manga
3485,Dear,7.66,"Comedy, Fantasy, Romance",Manga
4660,Shiroi Kumo,7.66,"Drama, Fantasy",Manga
10817,Hare Yuku Sora,7.66,Drama,Manga
14222,Bloody Monday Season 2: Pandora no Hako,7.66,"Action, Drama, Romance, Sci-Fi, Suspense, Ecchi",Manga
14439,Touhou Sangetsusei: Oriental Sacred Place,7.66,"Comedy, Fantasy",Manga
179087,As the Heart Leads,7.66,"Fantasy, Romance, Supernatural",Manhwa
140147,Sono Koi wa Ichigo no You ni (Strawberry Love),7.66,"Comedy, Romance",Manga
145958,Kimi wa Nazotoki no Ma Chérie,7.66,Mystery,Manga
147636,Dreaming Freedom,7.66,"Drama, Supernatural",Manhwa
148800,Horobi no Kuni no Seifukusha: Maou wa Sekai wo Seifuku suru you desu,7.66,"Adventure, Fantasy",Light Novel
150680,"Kohaku no Aki, 0-byou no Tabi",7.66,"Drama, Supernatural",Light Novel
151165,Marry My Husband,7.66,"Drama, Romance, Suspense",Manhwa
151980,Night of Shadows,7.66,"Action, Supernatural",Manhwa
155284,The Baengri Clan's Unwanted Granddaughter,7.66,Fantasy,Manhwa
146945,Jintian de Ta Yeshi Ruci Keai (My Darling Is the Cutest),7.65,Girls Love,Manhua
147037,Gaikotsu to Koi wa Dekiru no ka?,7.65,"Fantasy, Romance",One-shot
147874,Gokurakugai,7.65,"Action, Fantasy",Manga
157581,Lonely Girl ni Sakaraenai dj - Kekkyoku Sonna Kimi ga Suki,7.65,"Girls Love, Slice of Life",Doujinshi
88489,Futaribeya (Futaribeya: A Room for Two),7.65,"Girls Love, Slice of Life",Manga
89085,Last Embryo,7.65,"Fantasy, Supernatural",Light Novel
109417,Shoujo Jiten,7.65,"Comedy, Drama, Supernatural",Manga
112382,My Boo,7.65,"Drama, Romance, Supernatural",Manhwa
114469,Goblin Slayer Gaiden: Year One (Goblin Slayer Side Story: Year One),7.65,"Action, Drama, Fantasy",Light Novel
116472,Still Sick,7.65,"Girls Love, Slice of Life",Manga
117351,Nande Ikiteru ka Wakaranai Hito Izumi Sumi 25-sai,7.65,Drama,Manga
118126,Josou shite Mendokusai Koto ni Natteru Nekura to Yankee no Ryou Kataomoi,7.65,"Comedy, Romance",Manga
118497,Killing Me/Killing You,7.65,"Adventure, Fantasy",Manga
121870,"Dousei Yankee Akamatsu Seven (Bad Boys, Happy Home)",7.65,"Boys Love, Slice of Life",Manga
128088,Yamaguchi-kun wa Warukunai (Yamaguchi-kun Isn't So Bad),7.65,Romance,Manga
131496,Coffee wo Shizuka ni (A Cup of Coffee.),7.65,"Romance, Slice of Life",Manga
134746,July That I Randomly Discovered,7.65,"Drama, Romance, Supernatural",Manhwa
18320,Onanie Master Kurosawa: After the Juvenile,7.65,"Drama, Romance",Light Novel
20531,Shanaou Yoshitsune: Genpei no Kassen,7.65,None,Manga
166985,One Step Closer to the Demon King,7.65,"Adventure, Comedy, Fantasy",Manhwa
91156,Battle Studies,7.65,"Drama, Sports",Manga
96113,Salty Studio,7.65,"Comedy, Romance, Slice of Life",Manhwa
100945,Nogi Wakaba wa Yuusha de Aru,7.65,Fantasy,Manga
101386,Kyouki no Sanmyaku nite,7.65,"Drama, Horror, Supernatural",Manga
107328,Kyuuketsuki to Yukai na Nakama-tachi,7.65,"Boys Love, Fantasy",Manga
38,+Anima,7.65,"Adventure, Fantasy",Manga
886,"Sekai no Chuushin de, Ai wo Sakebu (Socrates in Love)",7.65,"Drama, Romance",Manga
893,Mahou Tsukai Kurohime (Kurohime),7.65,"Action, Adventure, Comedy, Fantasy, Romance, Supernatural, Ecchi",Manga
899,Penguin☆Brothers,7.65,"Comedy, Drama, Romance",Manga
1253,Suzumiya Haruhi no Yuuutsu,7.65,"Comedy, Sci-Fi",Manga
1265,Higurashi no Naku Koro ni: Yoigoshi-hen,7.65,"Drama, Horror, Mystery",Manga
1268,The Bride of the Water God (Bride of the Water God),7.65,"Drama, Fantasy, Romance",Manhwa
1975,Deep Love: Reina no Unmei,7.65,Drama,Manga
2436,Hotel,7.65,"Action, Drama, Fantasy, Romance, Sci-Fi",Manga
2923,Koko ni Iru yo! (I Am Here!),7.65,"Romance, Slice of Life",Manga
3493,Otokomae! Beads Club,7.65,"Comedy, Romance",Manga
6774,Digimon Adventure: V-Tamer 01,7.65,"Action, Adventure",Manga
7558,Iguana no Musume,7.65,"Romance, Supernatural",Manga
364,Hibiki no Mahou (Hibiki's Magic),7.64,"Adventure, Fantasy",Manga
615,Ai Kora,7.64,"Comedy, Drama, Romance, Ecchi",Manga
932,Koroshiya 1 (Ichi the Killer),7.64,"Action, Drama, Suspense",Manga
1406,Kimi ni shika Kikoenai: Calling You (Calling You),7.64,Drama,Light Novel
2692,Ingènuo,7.64,"Comedy, Drama, Romance",Manhua
4471,Ah! Itoshi no Banchou-sama (My Darling! Miss Bancho),7.64,"Comedy, Drama, Romance",Manga
9541,The Legend of Maian,7.64,"Action, Adventure, Fantasy, Ecchi",Manhwa
10517,Oishii Kankei,7.64,"Drama, Gourmet, Romance",Manga
11366,Teppuu (Teppu),7.64,"Action, Drama, Sports",Manga
13837,Hitoribocchi wa Samishikute (It's lonely to be by myself),7.64,Romance,Manga
14440,I Am a Hero,7.64,"Award Winning, Drama, Horror",Manga
15355,Sekai no Owari to Yoakemae,7.64,"Drama, Slice of Life",Manga
117580,Kengan Omega,7.64,Action,Manga
126292,Butai ni Sake!,7.64,Drama,Manga
127502,Shinja Zero no Megami-sama to Hajimeru Isekai Kouryaku,7.64,"Fantasy, Romance",Light Novel
129164,Kawaii nante Kiitenai!! (You're My Cutie),7.64,Romance,Manga
141337,Studio Cabana,7.64,Romance,Manga
141761,"Kiyoku, Yamashiku, Modokashiku.",7.64,"Comedy, Romance",Manga
145141,Jibun no Karada wo Yurusu made,7.64,Drama,Manga
146333,Jishou Akuyaku Reijou na Tsuma no Kansatsu Kiroku.,7.64,"Fantasy, Romance",Manga
146579,Kouguu no Omega (Palace of the Omega),7.64,"Boys Love, Fantasy",Manga
147870,Revolutionary Princess Eve,7.64,"Drama, Fantasy",Manhwa
148615,Becoming the Monarch,7.64,"Action, Fantasy",Manhwa
152092,Loss Time ni Hanamuke wo,7.64,Boys Love,Manga
154229,Totsukuni no Shoujo: [dear.] Bangai-hen,7.64,Fantasy,Manga
154318,Reborn Rich,7.64,Drama,Manhwa
155065,Nokori Ichinichi de Hametsu Flag Zenbu Heshiorimasu: Zamaa RTA Kiroku 24Hr.,7.64,Fantasy,Manga
155771,Einen Koyou wa Kanou deshou ka,7.64,Fantasy,Manga
158447,Erio to Denki Ningyou (Erio and Electric Doll),7.64,"Adventure, Sci-Fi",Manga
163314,Lonely Girl ni Sakaraenai dj - Marking,7.64,"Girls Love, Slice of Life",Doujinshi
57051,JoJo no Kimyou na Bouken,7.64,"Action, Adventure",Light Novel
67169,Bloody†Mary (Bloody Mary),7.64,"Boys Love, Horror, Supernatural",Manga
67397,QQ Sweeper,7.64,"Comedy, Romance, Supernatural",Manga
70603,Senyuu.: Main Quest Dai-1 Shou,7.64,"Adventure, Comedy, Fantasy",Manga
77849,Beelzebub,7.64,"Action, Comedy, Supernatural",Light Novel
84339,Mizutama Honey Boy,7.64,"Comedy, Romance",Manga
93561,Radiation House,7.64,Drama,Manga
93562,Hyakunichikan!!,7.64,"Comedy, Slice of Life",Manga
100495,Kumika no Mikaku (The Many Flavors of Kumika),7.64,"Gourmet, Romance, Sci-Fi, Slice of Life",Manga
102505,Marry Me!,7.64,"Romance, Slice of Life",Manga
23239,Himawari-san,7.64,"Girls Love, Slice of Life",Manga
35211,Kurayami ni Strobe (Strobe in the Dark),7.64,"Boys Love, Romance",Manga
43999,Shingeki no Kyojin: Before the Fall,7.64,"Action, Drama, Mystery",Light Novel
174692,Chronicles of a Doomed Prodigy,7.64,"Action, Adventure, Fantasy",Manhwa
173447,The Ki Sisters,7.63,Comedy,Manhwa
173822,7-kakan Gentei Kanojo (7 Days Limited Girlfriend),7.63,Girls Love,Manga
180338,Everyone Loves Her,7.63,Suspense,Manhwa
186195,Nitamono Doushi ((Not) Same Blue Youth.),7.63,Drama,One-shot
139256,Flirting with the Villain's Dad,7.63,"Fantasy, Romance",Manhwa
141458,"Itsuka, Nemuri ni Tsuku Hi (Someday. The Day I Go to Sleep)",7.63,"Drama, Romance, Supernatural",Manga
143738,Kimi no Sekai ni Koi wa Nai (Is Love the Answer?),7.63,Drama,Manga
144064,When the Day Comes,7.63,Romance,Manhwa
144843,Dokuzetsu Shoujo no Tame ni Kitakubu Yamemashita,7.63,Romance,Light Novel
146749,Sasaki to Miyano: Koushiki Anthology Comic,7.63,Boys Love,Manga
147290,Hero Killer,7.63,Action,Manhwa
147728,Villainess in Love,7.63,"Fantasy, Romance",Manhwa
148646,If AI Ruled the World,7.63,Sci-Fi,Manhwa
151757,My Royal Awakening,7.63,Drama,Manhwa
1189,Living Game,7.63,"Comedy, Romance, Slice of Life",Manga
1444,Kimi wa Girlfriend,7.63,"Comedy, Romance",Manga
4219,Private Actress,7.63,"Drama, Romance",Manga
5202,Kidou Senshi Crossbone Gundam (Mobile Suit Cross Bone Gundam),7.63,"Action, Sci-Fi",Manga
8239,Vampire Knight: Ice Blue no Tsumi (Vampire Knight: Ice Blue Sin),7.63,"Romance, Supernatural",Light Novel
9291,Seishun Survival (Youth Survival),7.63,None,Manga
9403,Love Letter,7.63,"Drama, Romance, Supernatural",Manga
14090,All Rounder Meguru,7.63,"Drama, Sports",Manga
15279,Souin Gyokusai seyo! (Onward Towards Our Noble Deaths),7.63,Drama,Manga
17091,Summer Wars,7.63,"Comedy, Romance, Sci-Fi",Manga
17237,Rain,7.63,"Action, Adventure, Fantasy",Manga
109773,Theseus no Fune (The Ship of Theseus),7.63,"Drama, Mystery",Manga
115511,"Yuunagi ni Mae, Boku no Ribbon",7.63,"Slice of Life, Sports",Manga
115996,Beast Complex,7.63,"Drama, Romance, Slice of Life",Manga
116041,Kamisama to Tobenai Tsukai (The God and the Flightless Messenger),7.63,"Boys Love, Fantasy",Manga
121119,Kimetsu no Yaiba: Kataha no Chou,7.63,"Action, Fantasy",Light Novel
121740,Kimi no Okaasan wo Boku ni Kudasai!,7.63,"Comedy, Drama, Romance, Slice of Life",Manga
125902,Itaewon Class,7.63,Drama,Manhwa
131091,Blue Giant Explorer,7.63,None,Manga
131607,Onna Tomodachi to Kekkon Shitemita. (I Married My Female Friend),7.63,"Girls Love, Slice of Life",Manga
18222,Hana no Kishi (Knight of Flower),7.63,Romance,Manga
22956,Yukarism,7.63,"Action, Drama, Romance, Supernatural",Manga
35587,"Datte, Kimi ga Warau kara",7.63,Romance,Manga
40225,Naruto Ninden Series,7.63,"Action, Adventure, Fantasy",Light Novel
44367,Kainushi wa Akuma,7.63,"Fantasy, Romance",Manga
47210,Hisohiso: Silent Voice,7.63,"Drama, Supernatural",Manga
67979,Kuro,7.63,"Mystery, Slice of Life, Supernatural",Manga
87654,Stigmata: Seikon Sousa,7.63,"Drama, Mystery",Manga
100753,Subaru to Suu-san,7.63,"Fantasy, Romance",Manga
105071,Ninja Shinobu-san no Junjou (Shinobu's Pure Heart),7.63,"Comedy, Romance",Manga
91134,La La La,7.62,"Comedy, Romance, Slice of Life, Ecchi",Manga
93892,Toaru Idol no Accelerator-sama,7.62,Comedy,Manga
94266,Eigyou Ni-ka! (The Second Sales Division!!),7.62,Boys Love,Manga
278,Majeh (King of Hell),7.62,"Action, Adventure, Fantasy, Supernatural",Manhwa
1102,Ga-Rei,7.62,"Action, Comedy, Supernatural",Manga
1896,Akuma to Love Song (A Devil and Her Love Song),7.62,"Drama, Romance",Manga
2961,Satsuma Gishiden,7.62,None,Manga
3274,Shuna no Tabi (Shuna's Journey),7.62,"Adventure, Fantasy",Manga
3407,Watashi no Messiah-sama,7.62,"Action, Adventure, Comedy, Drama, Fantasy, Romance, Ecchi",Manga
3519,Masca: The Tale of the Great Mage of Hessed (Masca),7.62,"Drama, Fantasy, Romance, Supernatural",Manhwa
6518,Tenki Yohou no Koibito,7.62,"Boys Love, Slice of Life",Manga
7312,Shin Angyo Onshi Gaiden,7.62,"Action, Adventure, Comedy, Drama, Fantasy",Manga
7325,Sengoku Strays,7.62,"Action, Fantasy",Manga
9288,"Tada, Kimi wo Aishiteru",7.62,"Romance, Slice of Life",Manga
12586,Eden no Ori (Cage of Eden),7.62,"Action, Adventure, Fantasy, Ecchi",Manga
14121,Oyaji,7.62,"Action, Drama",Manga
16732,Futago,7.62,"Drama, Romance",Manga
165905,Raising My Fiancé With Money,7.62,"Fantasy, Romance",Manhwa
172268,Omae no Hou kara Kiss Shitekure yo (Can You Kiss Me First?),7.62,Boys Love,Manga
173708,Kotoba no Shinkai (The Deep Sea of Words),7.62,Drama,One-shot
140835,Usogui to Kakerou Tachiainin,7.62,Suspense,Manga
143196,Red Blue,7.62,Sports,Manga
146277,Oneesama to Watashi: Ojousama ga Isekai Tensei,7.62,"Action, Adventure, Fantasy",Manga
147318,How to Use a Returner,7.62,"Action, Adventure, Fantasy",Manhwa
148267,The Siren: Becoming the Villain's Family,7.62,"Drama, Fantasy, Romance",Manhwa
153694,Uso no Kodomo (False Child),7.62,"Drama, Supernatural",Manga
159769,Hen na Ie (The Strange House),7.62,"Horror, Mystery, Supernatural",Manga
161762,How to Survive as a Maid in a Horror Game,7.62,"Fantasy, Romance, Suspense",Manhwa
65923,Once Again,7.62,"Drama, Romance, Slice of Life",Manhua
70179,Ubume no Natsu,7.62,"Mystery, Supernatural",Manga
79905,Morte,7.62,Drama,Light Novel
113473,"Owari no Seraph: Ichinose Guren, 19-sai no Sekai Resurrection",7.62,"Action, Drama, Fantasy",Light Novel
122384,Hatsukoi Loss Time,7.62,"Romance, Sci-Fi",Manga
125842,Koisuru Kiseichuu,7.62,"Drama, Romance, Supernatural",Novel
130029,Tokyo Aliens,7.62,"Action, Sci-Fi",Manga
130740,Kamibukuro-kun wa Koishiteru (Mr. Paper Bag Is in Love),7.62,"Comedy, Romance",Manga
131129,"Yuusha Shoukan ni Makikomareta kedo, Isekai wa Heiwa deshita",7.62,"Fantasy, Romance",Manga
133622,YoRHa: Shinjuwan Kouka Sakusen Kiroku,7.62,"Action, Sci-Fi",Manga
22830,Kingdom Hearts,7.62,"Adventure, Drama, Fantasy",Light Novel
22903,Lovely Everywhere,7.62,"Comedy, Romance",Manhua
30891,Toaru Majutsu no Index SS: Norse Mythology,7.62,"Action, Comedy",Light Novel
36729,Beelzebub Maou Gaiden,7.62,"Action, Comedy",Manga
37013,Koisome Momiji,7.62,"Romance, Ecchi",Manga
18276,Crows Zero,7.61,Action,Manga
24039,Senobi no Housoku (The Rule of Standing on Tiptoe),7.61,"Boys Love, Comedy",Manga
27587,King Golf,7.61,"Action, Award Winning, Comedy, Sports",Manga
28973,Toaru Kagaku no Railgun SS2 (A Certain Scientific Railgun SS2),7.61,"Action, Comedy, Sci-Fi",Light Novel
37959,Inoribana,7.61,Romance,Manga
50457,Itsuya-san (Ms. Itsuya),7.61,Supernatural,Manga
52233,"Kuu Neru Futari Sumu Futari (Eat and Sleep Together, Live Together)",7.61,Slice of Life,Manga
165757,The Archmage's Restaurant,7.61,"Fantasy, Gourmet",Manhwa
180941,"Haikei, Arishihi ni Saku Hana-tachi e",7.61,Girls Love,Manga
101400,Hataraku Maou-sama! 0,7.61,"Comedy, Fantasy",Light Novel
103392,Nanatsu no Taizai: Seven Days,7.61,Fantasy,Light Novel
107082,Majo no Ie: Ellen no Nikki (The Witch's House: The Diary of Ellen),7.61,"Horror, Supernatural",Manga
369,I Wish...,7.61,"Drama, Romance, Slice of Life, Supernatural",Manhwa
562,Vampire Game,7.61,"Adventure, Comedy",Manga
738,Otaku no Musume-san,7.61,"Comedy, Slice of Life",Manga
1049,Dolls,7.61,"Action, Drama, Mystery",Manga
1595,Vitamin,7.61,"Drama, Slice of Life",Manga
2973,Youth Gone Wild,7.61,Romance,Manhua
3350,Smash!,7.61,"Drama, Romance, Sports",Manga
3458,Get Love!!: Field no Ouji-sama,7.61,"Comedy, Drama, Romance, Sports",Manga
4109,Ciel,7.61,"Adventure, Fantasy, Romance",Manhwa
5549,Gimmick!,7.61,"Action, Drama",Manga
10984,No.5,7.61,"Sci-Fi, Suspense",Manga
14377,Shin Mazinger Zero,7.61,"Action, Adventure, Sci-Fi",Manga
16908,Himitsu no Ai-chan,7.61,"Comedy, Drama, Romance",Manga
115498,Mushoku Tensei: Roxy datte Honki desu,7.61,"Action, Adventure, Fantasy",Manga
119908,Naruto Retsuden Series,7.61,"Action, Adventure, Fantasy",Light Novel
122435,Tongari Boushi no Kitchen (Witch Hat Atelier Kitchen),7.61,"Comedy, Fantasy, Gourmet, Slice of Life",Manga
122673,Eris no Seihai (The Holy Grail of Eris),7.61,"Mystery, Supernatural",Manga
126163,"Isekai ni Kyuuseishu toshite Yobaremashita ga, Around 30 ni wa Muri nanode, Hissori Book Cafe Hajimemashita.",7.61,"Fantasy, Romance",Manga
126926,Mr. Mallow Blue,7.61,"Drama, Mystery",Manga
130417,Odoriba ni Skirt ga Naru (The Skirt Sings at the Landing),7.61,"Girls Love, Sports",Manga
142457,Umi ga Hashiru End Roll (The Credits Roll Into the Sea),7.61,Slice of Life,Manga
143991,After God,7.61,"Action, Fantasy",Manga
144152,Otaku ni Yasashii Gal wa Inai!? (Gals Can't Be Kind to Otaku!?),7.61,"Comedy, Romance",Manga
144322,Our Beloved Summer,7.61,Romance,Manhwa
147572,Heavenly Demon Reborn!,7.61,"Action, Fantasy",Manhwa
147866,After the Curtain Call,7.61,"Drama, Girls Love",Manhwa
152222,Delivery Hug Therapy,7.61,"Boys Love, Slice of Life",Manga
153492,Koroshiya no Oshi (The Hitman Stans),7.61,"Action, Comedy",Manga
158358,Bug Ego,7.61,"Comedy, Mystery, Supernatural",Manga
64531,Masamune-kun no Revenge (Masamune-kun's Revenge),7.61,"Comedy, Romance",Light Novel
65705,Murciélago,7.61,"Action, Girls Love",Manga
70795,Only Sense Online,7.61,"Action, Fantasy, Sci-Fi",Light Novel
78135,The iDOLM@STER Million Live!,7.61,None,Manga
58753,"Ashita, Boku wa Shinu. Kimi wa Ikikaeru.",7.60,"Comedy, Romance",Light Novel
66169,"Baby, Kokoro no Mama ni!",7.60,"Comedy, Slice of Life",Manga
80721,Ano Ko ni Kiss to Shirayuri wo,7.60,"Girls Love, Romance",Manga
89975,Sennen Meikyuu no Nana Ouji,7.60,"Fantasy, Mystery",Manga
99787,Ryuu to Yuusha to Haitatsunin,7.60,Fantasy,Manga
100219,Musuko ga Kawaikute Shikataganai Mazoku no Hahaoya,7.60,"Comedy, Fantasy, Supernatural",Manga
101119,Origin,7.60,"Action, Award Winning, Sci-Fi",Manga
102296,Slow Motion wo Mou Ichido,7.60,Romance,Manga
17851,Teen Spirit,7.60,"Comedy, Drama",Manhwa
25229,Sugars,7.60,Romance,Manga
29733,Rurouni Kenshin: Meiji Kenkaku Romantan - Maki no Ni,7.60,"Action, Drama",Light Novel
30125,Freezing: First Chronicle,7.60,"Action, Drama, Sci-Fi, Ecchi",Manga
30457,Transfer Student Storm Bringer,7.60,"Action, Comedy",Manhwa
37915,Hito Hitori Futari,7.60,"Drama, Supernatural",Manga
39969,Knight Run,7.60,"Action, Adventure, Drama, Fantasy, Sci-Fi",Manhwa
168860,Yume to Koi dewa Tsuriawanai,7.60,Girls Love,Manga
170946,My Numbered Days of Happiness,7.60,"Fantasy, Romance",Manhwa
174470,A Tidal Wave of Glory,7.60,Drama,Manhwa
184907,Getting to Know Grace,7.60,"Drama, Girls Love",Manhwa
138291,Our Paradise Season 2,7.60,"Boys Love, Drama",Manhwa
138450,Hattatsu Shougai to Issho ni Otona ni Natta Watashitachi,7.60,Slice of Life,Manga
141501,One Piece Novel: Law (One Piece Novel: Law's Story),7.60,"Action, Adventure, Fantasy",Light Novel
142407,Shiroyama to Mita-san,7.60,"Comedy, Slice of Life",Manga
142793,Dinosan (Dinosaur Sanctuary),7.60,Sci-Fi,Manga
